"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Elmod1",4.5964475775288e-84,1.30533997841298,0.623,0.171,7.79419615721559e-80,"0","Elmod1"
"Id1",1.66361641206826e-67,1.13214639498574,0.993,0.847,2.82099434994415e-63,"0","Id1"
"Lgals7",9.55284765607856e-67,1.62676474158556,0.846,0.452,1.61987637704124e-62,"0","Lgals7"
"Ly6a",9.40178679624811e-66,1.16306473942708,0.993,0.939,1.59426098703979e-61,"0","Ly6a"
"Mllt3",2.14414806902492e-62,0.949665297388653,0.976,0.808,3.63583188064556e-58,"0","Mllt3"
"Cryab",4.44174229546736e-61,1.49390000328519,1,0.934,7.53186241042401e-57,"0","Cryab"
"2200002D01Rik",1.29011858780618e-58,0.728143985238649,0.995,0.917,2.18765408934295e-54,"0","2200002D01Rik"
"Mal",1.16187391712327e-56,1.38314137399284,0.718,0.325,1.97018960126593e-52,"0","Mal"
"Ptms",6.72684459909027e-55,0.624521312059846,1,0.997,1.14067103866774e-50,"0","Ptms"
"Cldn3",7.74136965781308e-55,0.738851739910482,0.374,0.076,1.31270405287536e-50,"0","Cldn3"
"Lgals3",5.8103204525824e-54,0.913683035993283,0.998,0.992,9.85256039144397e-50,"0","Lgals3"
"Cd24a",6.83841928858911e-50,1.02100222613388,0.962,0.757,1.15959075876605e-45,"0","Cd24a"
"Anxa2",8.22248897749652e-50,0.642298227362373,1,0.999,1.39428745591409e-45,"0","Anxa2"
"Podxl",2.90364771605954e-49,0.865719624447067,0.69,0.351,4.92371543212216e-45,"0","Podxl"
"Cxadr",4.63810040686313e-49,0.728805532252931,0.68,0.311,7.86482685991781e-45,"0","Cxadr"
"Rgs2",1.93385206395699e-48,1.50797282204436,0.713,0.421,3.27923294485187e-44,"0","Rgs2"
"Dsp",1.63123360817695e-47,0.834748761636848,0.502,0.167,2.76608282938565e-43,"0","Dsp"
"Lap3",2.20093529460131e-47,0.572629089131592,1,0.992,3.73212597905544e-43,"0","Lap3"
"Spint2",3.05359036991474e-47,0.567283843799693,0.616,0.229,5.17797319026443e-43,"0","Spint2"
"Sap30",3.47018261730324e-47,0.942064830917873,0.924,0.753,5.8843886641611e-43,"0","Sap30"
"Cobl",8.43876147778961e-47,0.881826348112863,0.929,0.704,1.43096078378878e-42,"0","Cobl"
"Cd9",3.93079076626455e-45,0.588634185202835,0.993,0.979,6.6654419023548e-41,"0","Cd9"
"Lgr6",1.38849046808458e-44,0.633670739893852,0.329,0.072,2.35446328673102e-40,"0","Lgr6"
"Dusp14",2.45586425637652e-44,0.946652810109435,0.962,0.779,4.16440901953766e-40,"0","Dusp14"
"Map1b",4.3191092910435e-42,0.75907528122392,0.974,0.856,7.32391362482246e-38,"0","Map1b"
"Lrpap1",1.33017038422216e-41,0.638261114485447,0.953,0.826,2.25556992052551e-37,"0","Lrpap1"
"Ociad2",1.53195440829583e-40,0.821609657391281,0.95,0.762,2.59773509014723e-36,"0","Ociad2"
"Ctnnbip1",1.14355606701214e-39,0.61903304532049,0.995,0.926,1.93912802283248e-35,"0","Ctnnbip1"
"Tubb2b",3.09832273528031e-39,0.508648132395876,0.929,0.667,5.25382586221482e-35,"0","Tubb2b"
"Pkp1",3.44778970763323e-39,0.550363839197189,0.382,0.113,5.84641700723367e-35,"0","Pkp1"
"Tppp3",5.84013217395145e-39,0.723832860234997,0.512,0.198,9.90311212736947e-35,"0","Tppp3"
"Pmm1",1.80107239992134e-38,0.57120064337948,0.991,0.968,3.05407846854662e-34,"0","Pmm1"
"Gsta4",2.5279352429894e-38,0.767958354788418,0.957,0.827,4.28661979153712e-34,"0","Gsta4"
"AA467197",6.96415179790283e-38,0.902126801188071,0.308,0.075,1.18091122037038e-33,"0","AA467197"
"Rnf13",7.67626400951718e-38,0.751646882760585,0.858,0.674,1.30166408809383e-33,"0","Rnf13"
"L1td1",1.59091921608578e-37,0.719491374895814,0.737,0.398,2.69772171471666e-33,"0","L1td1"
"Sox21",6.82597071578796e-37,0.400256912466152,0.223,0.036,1.15747985427616e-32,"0","Sox21"
"Tmem176b",1.3181454992214e-36,0.803918430734397,0.912,0.721,2.23517932302973e-32,"0","Tmem176b"
"Egln3",6.75445588205044e-36,0.703044149187579,0.583,0.272,1.14535308391929e-31,"0","Egln3"
"Papss1",1.00569688809336e-35,0.651494281582856,0.969,0.864,1.70536021313991e-31,"0","Papss1"
"Ccnd2",3.54089958160914e-35,0.847549201305422,0.998,0.972,6.00430342053462e-31,"0","Ccnd2"
"Mcub",7.70931026990249e-35,0.747946426630084,0.604,0.323,1.30726774246736e-30,"0","Mcub"
"Ak3",1.49888886352743e-34,0.53466272034992,0.903,0.694,2.54166584588346e-30,"0","Ak3"
"Hspb1",3.64253415144914e-34,0.761606202866922,0.945,0.736,6.17664516061231e-30,"0","Hspb1"
"Syne2",4.77147087303951e-34,0.602398187518662,0.969,0.782,8.0909831594131e-30,"0","Syne2"
"H3f3a",8.88278798763777e-34,0.362714826060994,1,1,1.50625435906374e-29,"0","H3f3a"
"Ly6c1",2.61696588690805e-33,1.12898303753988,0.787,0.556,4.43758905442998e-29,"0","Ly6c1"
"Snx18",1.60396865426001e-32,0.707977305595161,0.931,0.822,2.7198496470287e-28,"0","Snx18"
"Pam",1.68972644963176e-32,1.02079797894073,0.936,0.809,2.86526914064058e-28,"0","Pam"
"Sall1",2.6626566978274e-32,0.388473616161881,0.277,0.07,4.51506696250591e-28,"0","Sall1"
"Epb41l4a",3.17273901000231e-32,0.568274131707933,0.543,0.258,5.38001353926091e-28,"0","Epb41l4a"
"Lrrfip1",2.10813577429865e-31,0.582207537794774,0.995,0.986,3.57476583247822e-27,"0","Lrrfip1"
"Gata2",5.4973913759062e-31,0.380436669526008,0.256,0.061,9.32192655612415e-27,"0","Gata2"
"Ackr3",6.90885839359255e-31,0.767116193125871,0.578,0.312,1.17153511780149e-26,"0","Ackr3"
"Tmem176a",7.57596706975167e-31,0.814338134779713,0.832,0.629,1.28465673601779e-26,"0","Tmem176a"
"Ano1",1.25760643669936e-30,0.644020278456974,0.578,0.303,2.1325232347111e-26,"0","Ano1"
"Hmgn3",3.57317201717909e-30,0.504990085252209,1,0.951,6.05902778953059e-26,"0","Hmgn3"
"Msln",4.66964445009546e-30,1.00062069732271,0.628,0.362,7.91831609402688e-26,"0","Msln"
"Ctnnd2",2.95236760389683e-29,0.534601825122113,0.412,0.163,5.00632974592785e-25,"0","Ctnnd2"
"Ezr",5.26949915169484e-29,0.531764975755347,0.877,0.659,8.93548971152895e-25,"0","Ezr"
"Sox6",6.50637271194449e-29,0.410608966306844,0.346,0.115,1.10328562076443e-24,"0","Sox6"
"Zbtb20",8.86348668167267e-29,0.778543305934594,0.889,0.76,1.50298143661123e-24,"0","Zbtb20"
"Cib2",4.45291390468816e-28,0.47177820984747,0.443,0.191,7.55080610817971e-24,"0","Cib2"
"Dmkn",2.03847512536292e-27,0.568050382567322,0.344,0.119,3.45664227007791e-23,"0","Dmkn"
"Camk2d",2.25027719785722e-27,0.486932948342165,0.981,0.941,3.81579504440648e-23,"0","Camk2d"
"Mgst1",4.29759934307638e-27,0.685445316930213,0.981,0.925,7.28743920605461e-23,"0","Mgst1"
"Id2",7.2251170460584e-27,0.632140473660294,0.652,0.383,1.22516309750012e-22,"0","Id2"
"Avpi1",1.48963084657461e-26,0.446860455202215,0.995,0.977,2.52596702653656e-22,"0","Avpi1"
"Pkm",2.5581857961783e-26,0.260341769994868,1,1,4.33791565457954e-22,"0","Pkm"
"Rbp1",2.79304631371724e-26,0.679414802805853,0.96,0.856,4.73616863417032e-22,"0","Rbp1"
"Eno3",7.32501519058436e-26,0.793647835665912,0.616,0.379,1.24210282586739e-21,"0","Eno3"
"Chchd10",1.26708749600073e-25,0.60564426357929,0.803,0.582,2.14860026696845e-21,"0","Chchd10"
"Cystm1",1.61089998793492e-25,0.429640617203342,0.462,0.211,2.73160310954124e-21,"0","Cystm1"
"Gltp",2.27681419836581e-25,0.460311961379939,0.905,0.796,3.8607938361689e-21,"0","Gltp"
"Tmbim4",2.51793785363172e-25,0.44799637501456,0.981,0.941,4.26966721840331e-21,"0","Tmbim4"
"Ckb",5.03663010043298e-25,0.877697284010344,0.818,0.633,8.5406136613042e-21,"0","Ckb"
"Nppb",5.84491411650696e-25,0.918143602108482,0.469,0.232,9.91122086736085e-21,"0","Nppb"
"Urah",7.42920408512854e-25,0.663407265574235,0.775,0.57,1.25977013671525e-20,"0","Urah"
"Irak3",1.26471591589289e-24,0.535038370970986,0.917,0.802,2.14457877857957e-20,"0","Irak3"
"Scrn1",2.68439765002288e-24,0.392267072730388,0.509,0.251,4.5519330951438e-20,"0","Scrn1"
"Plce1",2.74291929711872e-24,0.604389308030053,0.431,0.205,4.65116825212422e-20,"0","Plce1"
"Flnb",3.72603484490546e-24,0.527056108735381,0.991,0.959,6.31823728650619e-20,"0","Flnb"
"Hspb8",7.96775682499741e-24,0.521115255355402,0.905,0.798,1.35109252481481e-19,"0","Hspb8"
"Mapt",1.687768885649e-23,0.457803756821725,0.422,0.2,2.86194969939502e-19,"0","Mapt"
"Neat1",1.69592528148567e-23,0.834959956386948,0.972,0.924,2.87578049981526e-19,"0","Neat1"
"Cd81",2.55240112902022e-23,0.382571282936447,1,0.997,4.32810659447958e-19,"0","Cd81"
"Aim2",2.55279268285815e-23,0.403137886014011,0.348,0.132,4.32877055232256e-19,"0","Aim2"
"Ntn1",3.67436269796696e-23,0.314215636740406,0.249,0.076,6.23061682694258e-19,"0","Ntn1"
"Prelp",4.58923154043205e-23,0.944127185599815,0.867,0.733,7.78195992311062e-19,"0","Prelp"
"Malat1",6.59950393223673e-23,0.750569470944658,1,0.999,1.11907788178938e-18,"0","Malat1"
"Plekha7",7.83174046676406e-23,0.367962728288241,0.365,0.15,1.32802823094918e-18,"0","Plekha7"
"Dpysl3",7.96974811560767e-23,0.69637927903211,0.962,0.888,1.35143018796359e-18,"0","Dpysl3"
"Crym",9.19352503489335e-23,1.09740826519755,0.836,0.64,1.55894604016687e-18,"0","Crym"
"Limch1",9.92888495712078e-23,0.608010128493953,0.393,0.169,1.68364102217897e-18,"0","Limch1"
"Igfbp6",1.18716234344835e-22,0.727136151648169,0.822,0.647,2.01307118578537e-18,"0","Igfbp6"
"Pik3c2a",1.31477713710685e-22,0.476004106232109,0.87,0.744,2.22946759139209e-18,"0","Pik3c2a"
"Aopep",2.72286574440334e-22,0.47329029243393,0.974,0.942,4.61716344278475e-18,"0","Aopep"
"Tfap2a",5.4630023148717e-22,0.418830463339104,0.365,0.154,9.26361302532795e-18,"0","Tfap2a"
"S100a1",5.61770804401246e-22,0.534592528455136,0.6,0.379,9.52594753023193e-18,"0","S100a1"
"Gpx4",6.22444534096572e-22,0.423656093307703,1,1,1.05547919646756e-17,"0","Gpx4"
"Klf3",6.83780106064588e-22,0.489730946013701,0.943,0.897,1.15948592585372e-17,"0","Klf3"
"Nhsl1",8.86039797759976e-22,0.53559548491039,0.618,0.407,1.50245768506159e-17,"0","Nhsl1"
"Itpr3",1.22749844264587e-21,0.449527342066183,0.583,0.351,2.08146910919461e-17,"0","Itpr3"
"Calcb",1.23525997490592e-21,1.27533847384975,0.216,0.063,2.09463033944797e-17,"0","Calcb"
"Cebpd",1.66381079859549e-21,0.844059575757265,0.95,0.895,2.82132397117837e-17,"0","Cebpd"
"Ssbp2",2.23246741480017e-21,0.540168874702821,0.78,0.609,3.78559499527665e-17,"0","Ssbp2"
"S100a6",3.66840015610771e-21,0.439801120295359,1,1,6.22050614471184e-17,"0","S100a6"
"Ifitm3",5.77323741932153e-21,0.370059689704172,1,0.999,9.78967869194352e-17,"0","Ifitm3"
"Zfp462",7.48388390408662e-21,0.494657953683749,0.664,0.47,1.26904219361597e-16,"0","Zfp462"
"Mras",1.10790509659205e-20,0.585674777360101,0.948,0.879,1.87867467229113e-16,"0","Mras"
"Scx",1.3452258208277e-20,0.330930499999604,0.291,0.108,2.28109942437753e-16,"0","Scx"
"Bex1",1.62025753158065e-20,0.478547123395689,0.46,0.227,2.74747069630131e-16,"0","Bex1"
"Jup",2.10960655326483e-20,0.431564609042431,0.775,0.593,3.57725983237117e-16,"0","Jup"
"Chst3",2.1847559509668e-20,0.372396052687249,0.261,0.091,3.70469066605441e-16,"0","Chst3"
"Krt6a",3.2015905877989e-20,1.34206825918618,0.225,0.072,5.42893715973059e-16,"0","Krt6a"
"Krt14",5.60254438143713e-20,1.27242744930911,0.419,0.217,9.50023450760293e-16,"0","Krt14"
"Prr13",5.9249172471988e-20,0.388161332758993,0.995,0.969,1.0046882176075e-15,"0","Prr13"
"Gpx1",6.00619665020236e-20,0.282199119393058,1,1,1.01847076597481e-15,"0","Gpx1"
"Hoxa9",6.11706762242026e-20,0.524817175632639,0.498,0.282,1.0372711567338e-15,"0","Hoxa9"
"Aqp3",6.34340714527268e-20,0.56269823342319,0.187,0.05,1.07565154962389e-15,"0","Aqp3"
"Msi2",1.13249441917639e-19,0.476593026319263,0.635,0.417,1.92037078659741e-15,"0","Msi2"
"Zfp36l1",1.22659133496848e-19,0.500568983093804,0.945,0.862,2.07993092670605e-15,"0","Zfp36l1"
"Slc6a6",1.56241387158269e-19,0.409208833638546,0.976,0.916,2.64938520204276e-15,"0","Slc6a6"
"Celsr2",1.59828726623545e-19,0.333262126729456,0.351,0.156,2.71021571735545e-15,"0","Celsr2"
"S100a10",1.90545398877954e-19,0.283826447801745,1,1,3.23107832877347e-15,"0","S100a10"
"Kazald1",1.92483193759408e-19,0.430539153925523,0.37,0.171,3.26393751657829e-15,"0","Kazald1"
"Cdsn",2.22488101649543e-19,0.335588206842698,0.211,0.064,3.7727307396713e-15,"0","Cdsn"
"Lgr4",2.2350417134176e-19,0.418853104523956,0.585,0.362,3.78996023344222e-15,"0","Lgr4"
"Hs3st3b1",2.69563852991074e-19,0.289368069310904,0.306,0.124,4.57099425516965e-15,"0","Hs3st3b1"
"Tle5",3.24837580849054e-19,0.30900276156996,1,0.997,5.5082708584574e-15,"0","Tle5"
"Uchl1",6.47174371053483e-19,0.429089594673865,0.457,0.233,1.09741358099539e-14,"0","Uchl1"
"Plcb1",6.70203058899595e-19,0.481975582562978,0.668,0.465,1.13646332697604e-14,"0","Plcb1"
"Enah",8.52874875477013e-19,0.379570672777885,0.886,0.759,1.44621992634637e-14,"0","Enah"
"Col4a5",8.66057696662e-19,0.542558577363041,0.531,0.32,1.46857403622975e-14,"0","Col4a5"
"Tcf4",1.29318125471827e-18,0.50450367813033,0.948,0.875,2.19284745362577e-14,"0","Tcf4"
"Rras2",1.32745500186762e-18,0.640328381179917,0.867,0.771,2.25096544666693e-14,"0","Rras2"
"Ctnnal1",1.48494059380326e-18,0.413133413334342,0.555,0.329,2.51801376491219e-14,"0","Ctnnal1"
"Dclk2",1.60487622314911e-18,0.416090162831011,0.472,0.26,2.72138861159395e-14,"0","Dclk2"
"H1fx",1.62618106549719e-18,0.572133524037282,0.72,0.552,2.75751523276359e-14,"0","H1fx"
"Ywhaz",2.50260564556502e-18,0.260236364485486,1,0.999,4.24366839318461e-14,"0","Ywhaz"
"Shisa8",2.54608331698955e-18,0.209191395765223,0.137,0.029,4.31739348061918e-14,"0","Shisa8"
"Hcfc1r1",2.66906275731261e-18,0.479862716028125,0.872,0.742,4.525929717575e-14,"0","Hcfc1r1"
"Foxd1",3.80160708215321e-18,0.874649038729605,0.374,0.185,6.44638512920719e-14,"0","Foxd1"
"Slurp1",4.73942600570015e-18,0.653766680522997,0.235,0.083,8.03664467786575e-14,"0","Slurp1"
"Rab32",9.10682971837474e-18,0.372156589649768,0.536,0.321,1.54424511534481e-13,"0","Rab32"
"Shroom3",1.29443036210459e-17,0.496485310314918,0.64,0.452,2.19496556502075e-13,"0","Shroom3"
"Calca",2.12859195991623e-17,0.864280382912166,0.291,0.127,3.60945338642996e-13,"0","Calca"
"Asap1",3.61646951557544e-17,0.414893074642654,0.938,0.88,6.13244735756128e-13,"0","Asap1"
"Tob1",4.9788058406033e-17,0.42997600436437,0.6,0.4,8.44256106391102e-13,"0","Tob1"
"Usp9x",4.99079260905811e-17,0.452192062686421,0.998,0.989,8.46288702717983e-13,"0","Usp9x"
"Crabp2",5.29164116110194e-17,0.81150447574787,0.744,0.589,8.97303591688057e-13,"0","Crabp2"
"Slc22a23",6.92111132586978e-17,0.280652726143387,0.28,0.114,1.17361284752774e-12,"0","Slc22a23"
"Ebp",8.7473091546996e-17,0.348690596571377,0.986,0.948,1.48328121336241e-12,"0","Ebp"
"Sat1",8.95311994331631e-17,0.585216403435279,0.957,0.868,1.51818054878815e-12,"0","Sat1"
"Col4a6",9.42173552824923e-17,0.272587225324295,0.199,0.065,1.59764369352522e-12,"0","Col4a6"
"Ddx39",1.13497173610077e-16,0.381170107079869,0.998,0.992,1.92457157290608e-12,"0","Ddx39"
"Gm1673",1.14735260030879e-16,0.519036223897718,0.865,0.745,1.94556580434361e-12,"0","Gm1673"
"Idi1",1.20313583556633e-16,0.469708749189395,0.867,0.727,2.04015743636983e-12,"0","Idi1"
"Krt16",1.21868998321894e-16,0.901235609017643,0.145,0.037,2.06653260454436e-12,"0","Krt16"
"Calm2",1.2278641965659e-16,0.252551102081758,1,1,2.08208931811679e-12,"0","Calm2"
"Fndc3c1",1.68917046490246e-16,0.510617575809848,0.27,0.112,2.8643263573351e-12,"0","Fndc3c1"
"Tmem134",1.94381851335156e-16,0.328837339232422,0.993,0.982,3.29613305309024e-12,"0","Tmem134"
"Bhlhe40",2.3514543660746e-16,0.459909821763998,0.839,0.713,3.9873611685527e-12,"0","Bhlhe40"
"Id3",2.37714803591256e-16,0.567313798270563,0.917,0.802,4.03092992449693e-12,"0","Id3"
"Itgb4",2.58016426575387e-16,0.445404500265769,0.642,0.441,4.37518454543883e-12,"0","Itgb4"
"Cadm1",2.66303017850718e-16,0.39939790973706,0.393,0.202,4.51570027369463e-12,"0","Cadm1"
"Bex3",3.68935438197215e-16,0.374136327991976,0.991,0.976,6.25603822551018e-12,"0","Bex3"
"Osbpl3",5.16041369746438e-16,0.437149364467817,0.664,0.502,8.75051350679034e-12,"0","Osbpl3"
"Krt80",5.18808771454521e-16,0.543590864117541,0.325,0.161,8.79744033755431e-12,"0","Krt80"
"Fmnl2",6.14997493173025e-16,0.354679989447859,0.908,0.807,1.0428512491735e-11,"0","Fmnl2"
"Rnh1",7.28675081065547e-16,0.309101920846553,0.993,0.983,1.23561433496285e-11,"0","Rnh1"
"Samd12",8.54887759897755e-16,0.23323467461867,0.218,0.079,1.44963317445862e-11,"0","Samd12"
"Hap1",1.09983774277765e-15,0.243456139260278,0.239,0.094,1.86499486042806e-11,"0","Hap1"
"Nupr1",1.61381705791338e-15,0.717824574786274,0.945,0.884,2.73654958510371e-11,"0","Nupr1"
"Arid5b",1.77369288450907e-15,0.430150355673601,0.993,0.977,3.00765102426202e-11,"0","Arid5b"
"Clic3",2.05743524734378e-15,0.338151727293677,0.315,0.146,3.48879294892085e-11,"0","Clic3"
"Gjb4",2.08431007462995e-15,0.286095547169163,0.322,0.152,3.53436459355e-11,"0","Gjb4"
"Bnip3l",2.2656122925127e-15,0.358215408757104,0.941,0.867,3.84179876441378e-11,"0","Bnip3l"
"Socs3",2.34283121926922e-15,0.411851136895879,0.917,0.811,3.97273889851481e-11,"0","Socs3"
"Uqcc2",2.94868484941737e-15,0.245862866686333,1,1,5.00008489915704e-11,"0","Uqcc2"
"H2afz",3.05539688539809e-15,0.378838242512336,1,1,5.18103649856955e-11,"0","H2afz"
"Gsto1",3.93931109834336e-15,0.330392902096261,0.993,0.992,6.67988982946084e-11,"0","Gsto1"
"Itpr2",4.2129191714567e-15,0.472735074168902,0.422,0.249,7.14384703903912e-11,"0","Itpr2"
"Mpc2",4.61784015295232e-15,0.284981917943249,0.988,0.984,7.83047154736125e-11,"0","Mpc2"
"Atp9a",5.08115761794689e-15,0.349958214794791,0.531,0.337,8.61611897275255e-11,"0","Atp9a"
"Pdgfrl",5.57037422932457e-15,0.408952845041499,0.796,0.635,9.44568358066567e-11,"0","Pdgfrl"
"Acsl4",5.7902889294183e-15,0.645596200667687,0.934,0.864,9.81859293761461e-11,"0","Acsl4"
"Hoxd11",6.18431541903761e-15,0.332678685182016,0.258,0.11,1.04867436560621e-10,"0","Hoxd11"
"Hoxa10",6.6663234192573e-15,0.465721132970248,0.415,0.238,1.13040846220346e-10,"0","Hoxa10"
"Nfib",8.00938202208381e-15,0.375694886024786,0.948,0.865,1.35815090948475e-10,"0","Nfib"
"Gdpd2",8.02385455953787e-15,0.256582693014293,0.137,0.037,1.36060501766084e-10,"0","Gdpd2"
"Ccdc141",1.18399326022979e-14,0.300333782207957,0.363,0.182,2.00769737137165e-10,"0","Ccdc141"
"Gna14",1.28583103207826e-14,0.516514717913747,0.763,0.6,2.1803836810951e-10,"0","Gna14"
"Tesc",1.31360980094489e-14,0.158717144435596,0.107,0.022,2.22748813946225e-10,"0","Tesc"
"Jam2",1.33335846794593e-14,0.384707633899567,0.441,0.25,2.26097595409592e-10,"0","Jam2"
"Tjp2",1.35588230441063e-14,0.405427691797267,0.616,0.437,2.2991696235891e-10,"0","Tjp2"
"Mybl1",1.74922256195835e-14,0.59506770240638,0.562,0.393,2.96615669831278e-10,"0","Mybl1"
"Sh3rf2",2.13941819422079e-14,0.269765534234473,0.239,0.098,3.62781143194019e-10,"0","Sh3rf2"
"Myo10",2.52404272888153e-14,0.376166234255462,0.964,0.91,4.28001925536442e-10,"0","Myo10"
"Hoxa11os",2.56459848503167e-14,0.418192283023343,0.332,0.174,4.3487896510682e-10,"0","Hoxa11os"
"Sbsn",2.77458588957399e-14,0.52668639005766,0.519,0.35,4.70486529295062e-10,"0","Sbsn"
"Aspa",3.16067980695432e-14,0.422767520398815,0.386,0.209,5.35956474865245e-10,"0","Aspa"
"Ppp1r2",4.62431486095175e-14,0.386099182702655,1,0.99,7.84145070971588e-10,"0","Ppp1r2"
"Sox1",5.58207150214448e-14,0.294725778454497,0.232,0.094,9.46551864618639e-10,"0","Sox1"
"Slc4a7",6.33698194112444e-14,0.403536560495418,0.825,0.729,1.07456202775647e-09,"0","Slc4a7"
"Bod1",6.80540129985709e-14,0.29869295741819,0.945,0.901,1.15399189841677e-09,"0","Bod1"
"Aldh3a1",6.85243419035836e-14,0.898090636338643,0.417,0.255,1.16196726565907e-09,"0","Aldh3a1"
"Nfe2l3",7.00159894949273e-14,0.330967434883719,0.37,0.2,1.18726113386548e-09,"0","Nfe2l3"
"Peli2",7.32171904473452e-14,0.322370303919055,0.408,0.229,1.24154389841563e-09,"0","Peli2"
"Efna5",8.28522617994125e-14,0.43281970516961,0.711,0.583,1.40492580333264e-09,"0","Efna5"
"Gprc5a",8.65758933878979e-14,0.24278556303942,0.27,0.123,1.46806742417858e-09,"0","Gprc5a"
"Serpinb1a",9.19636766023134e-14,0.671190047350446,0.301,0.149,1.55942806414543e-09,"0","Serpinb1a"
"Paics",9.83191432057806e-14,0.260098268913509,0.998,0.992,1.66719771134042e-09,"0","Paics"
"Homer2",1.06403790283738e-13,0.540942181247942,0.405,0.233,1.80428907184135e-09,"0","Homer2"
"Hoxa7",1.3923534261915e-13,0.406786684778644,0.521,0.352,2.36101370479293e-09,"0","Hoxa7"
"St6galnac4",1.39256011572175e-13,0.342732231024451,0.872,0.791,2.36136418822936e-09,"0","St6galnac4"
"Morf4l1",1.72828238955887e-13,0.169988056181033,1,1,2.93064844797497e-09,"0","Morf4l1"
"Slc25a4",1.80822311544795e-13,0.190720111395045,1,0.997,3.06620393686509e-09,"0","Slc25a4"
"Tiparp",2.31314041321664e-13,0.455561806035056,0.919,0.845,3.92239219869145e-09,"0","Tiparp"
"Perp",2.76069452980509e-13,0.327839075985331,0.758,0.568,4.68130971419049e-09,"0","Perp"
"Pik3cb",3.09136103421746e-13,0.341402358489446,0.403,0.237,5.24202090572255e-09,"0","Pik3cb"
"Fnbp1l",3.26920806473482e-13,0.297523032240415,0.559,0.375,5.54359611537083e-09,"0","Fnbp1l"
"Tspan15",3.39262253743946e-13,0.251023940352325,0.303,0.148,5.75287003673608e-09,"0","Tspan15"
"Hip1",3.49648809161334e-13,0.472297048827291,0.799,0.693,5.92899485694874e-09,"0","Hip1"
"Tspan17",3.66082643046201e-13,0.396835395669238,0.618,0.461,6.20766337813444e-09,"0","Tspan17"
"Mtch1",4.68630847523741e-13,0.288287881546817,0.986,0.983,7.94657328146007e-09,"0","Mtch1"
"Kmt2e",5.07328207216429e-13,0.359361199429483,0.945,0.902,8.60276440976898e-09,"0","Kmt2e"
"Rgs20",5.19402984288942e-13,0.211517203634739,0.168,0.059,8.80751640458759e-09,"0","Rgs20"
"Fdft1",5.66244260454936e-13,0.325133483915156,0.818,0.68,9.60180392453435e-09,"0","Fdft1"
"Ccdc88c",6.84521962892819e-13,0.246927920712655,0.284,0.138,1.16074389247735e-08,"0","Ccdc88c"
"Efr3a",7.62084411531557e-13,0.347443367848173,0.957,0.886,1.29226653663406e-08,"0","Efr3a"
"Lad1",8.12623280449006e-13,0.194965415214736,0.133,0.039,1.37796529665738e-08,"0","Lad1"
"Dbi",8.38259973322948e-13,0.187881251782846,1,1,1.42143743676372e-08,"0","Dbi"
"Lima1",8.70215036084208e-13,0.341256703665759,0.993,0.944,1.47562363668799e-08,"0","Lima1"
"Dlk2",8.83120717250837e-13,0.269148681804175,0.249,0.114,1.49750780024224e-08,"0","Dlk2"
"Crip2",9.50313297602914e-13,0.339639872689793,0.979,0.905,1.61144625874526e-08,"0","Crip2"
"Rhou",9.75266347879174e-13,0.409453687235307,0.569,0.421,1.65375914609872e-08,"0","Rhou"
"Cryz",1.10098601328946e-12,0.383610031097108,0.526,0.364,1.86694198273494e-08,"0","Cryz"
"Pip5k1b",1.16805292883417e-12,0.203087652544956,0.211,0.085,1.98066735142409e-08,"0","Pip5k1b"
"Syngr2",1.24653302114664e-12,0.287173761041935,0.948,0.851,2.11374604395837e-08,"0","Syngr2"
"Sox13",1.28176139979382e-12,0.198651587839258,0.23,0.099,2.17348280563038e-08,"0","Sox13"
"Adap1",1.32269645818292e-12,0.316495619637736,0.493,0.317,2.24289638414078e-08,"0","Adap1"
"Actn4",1.56009937267128e-12,0.233262729788795,1,0.998,2.6454605062387e-08,"0","Actn4"
"Pkp2",1.9063689528244e-12,0.304356682322513,0.358,0.198,3.23262983330433e-08,"0","Pkp2"
"Pycr2",1.92058254574347e-12,0.319229214648505,0.945,0.902,3.2567318228172e-08,"0","Pycr2"
"Rock2",2.02047389122599e-12,0.355736478442286,1,0.996,3.42611757735192e-08,"0","Rock2"
"Gch1",2.06711980624435e-12,0.33719907595982,0.493,0.315,3.50521505544855e-08,"0","Gch1"
"Hoxd13",2.42237217584637e-12,0.273582718165816,0.244,0.11,4.10761649858268e-08,"0","Hoxd13"
"Mpzl2",2.49952895428313e-12,0.189107186436957,0.263,0.118,4.23845124777791e-08,"0","Mpzl2"
"Id4",2.82186553794889e-12,0.301084813657047,0.275,0.134,4.78503739269993e-08,"0","Id4"
"Pfdn1",3.09580572092707e-12,0.222267472822896,0.998,0.994,5.24955776097603e-08,"0","Pfdn1"
"Ppl",3.99115419063168e-12,0.212870940957618,0.161,0.056,6.76780016105414e-08,"0","Ppl"
"Tagln3",3.99530845249759e-12,0.0809595174853106,0.232,0.101,6.77484454290016e-08,"0","Tagln3"
"Npnt",4.54421541860759e-12,0.409341096352379,0.275,0.138,7.70562608533289e-08,"0","Npnt"
"Anxa3",4.81376730335275e-12,0.435694568669926,0.957,0.914,8.16270521629527e-08,"0","Anxa3"
"Fscn1",5.29835624437741e-12,0.274593031731419,0.993,0.963,8.98442268359077e-08,"0","Fscn1"
