"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Fzd21",8.78376119388904e-53,0.89489451911185,0.818,0.38,1.48946238564776e-48,"3","Fzd2"
"Copz21",1.47464854886623e-52,0.983861374717638,0.767,0.37,2.50056154431246e-48,"3","Copz2"
"Mmp141",2.53877736469264e-52,0.979547985324633,0.982,0.824,4.30500477730932e-48,"3","Mmp14"
"Itgb11",4.236563826386e-52,0.647876603967667,1,0.998,7.18394128040275e-48,"3","Itgb1"
"Fst",4.25057353639262e-52,1.3163903171209,0.953,0.757,7.20769754566096e-48,"3","Fst"
"En1",5.26151334029071e-52,0.73003415229964,0.658,0.217,8.92194817113095e-48,"3","En1"
"Bicc12",6.02221098839326e-52,0.909884605149289,0.953,0.583,1.02118631730184e-47,"3","Bicc1"
"Adamts12",8.26223757472715e-52,0.569974616472337,0.473,0.11,1.40102762554648e-47,"3","Adamts12"
"Mrc21",1.43044812970721e-51,0.616055812193355,0.564,0.165,2.42561089354451e-47,"3","Mrc2"
"Ehd21",3.07056450044628e-51,0.840785711951716,0.956,0.682,5.20675622340676e-47,"3","Ehd2"
"Adam19",4.47534965950462e-51,0.675975218449162,0.458,0.105,7.58885041762199e-47,"3","Adam19"
"Rarres2",7.68984352989906e-51,0.644605662448043,0.273,0.031,1.30396676736498e-46,"3","Rarres2"
"Ednra",9.38896327598864e-51,0.363589186644402,0.255,0.025,1.59208650270939e-46,"3","Ednra"
"Igf2",9.6852188110031e-51,0.968553893108178,0.353,0.06,1.6423225537818e-46,"3","Igf2"
"Glipr21",1.16367785361789e-50,0.840214957069222,0.615,0.212,1.97324853637985e-46,"3","Glipr2"
"Angptl2",6.81693229650653e-50,0.897003407632906,0.535,0.159,1.15594720951861e-45,"3","Angptl2"
"Csgalnact11",8.98209044340973e-50,0.881772391893303,0.822,0.391,1.52309307648899e-45,"3","Csgalnact1"
"Fibin",1.08750993427155e-49,0.472673663297634,0.305,0.043,1.84409059554427e-45,"3","Fibin"
"Rcn11",1.46885372436371e-49,0.801821396893837,0.96,0.774,2.49073526040354e-45,"3","Rcn1"
"Tgfb11",1.79040480710975e-49,0.879024316082049,0.818,0.394,3.035989431416e-45,"3","Tgfb1"
"Abi3bp",1.92977337875108e-49,0.418651014106944,0.24,0.022,3.2723167183482e-45,"3","Abi3bp"
"Hs6st21",2.47729429582243e-49,1.03894946615419,0.942,0.696,4.20074793742609e-45,"3","Hs6st2"
"Prrx21",5.5871825467913e-49,1.08546678664409,0.822,0.427,9.474185444594e-45,"3","Prrx2"
"Crlf11",1.02801305915725e-48,1.36377709650571,0.756,0.352,1.74320174441295e-44,"3","Crlf1"
"P3h1",1.10721453099512e-48,0.749010205157148,0.789,0.383,1.87750368020843e-44,"3","P3h1"
"Mtpn1",1.86682808000843e-48,0.697507228028035,1,0.986,3.16558037527029e-44,"3","Mtpn"
"Lman1",2.35262371758942e-48,0.681330482225699,0.993,0.959,3.98934403791638e-44,"3","Lman1"
"Lgals3bp1",3.86850641393328e-48,0.784054354257046,0.975,0.786,6.55982632610666e-44,"3","Lgals3bp"
"Arsi",5.27858981668609e-48,0.410060563293915,0.291,0.039,8.9509047521546e-44,"3","Arsi"
"Cd3021",7.9745277519218e-48,0.843949484224088,0.876,0.495,1.35224067089338e-43,"3","Cd302"
"Oat1",8.44985295621365e-48,0.72869008681959,0.971,0.836,1.43284156578515e-43,"3","Oat"
"Tagln1",1.22518190368847e-47,1.69248229072006,0.931,0.715,2.07754095408453e-43,"3","Tagln"
"Pdgfc1",1.39772023850151e-47,0.852615783821568,0.815,0.407,2.370114208427e-43,"3","Pdgfc"
"Vdr1",2.66618319057073e-47,0.530016245034591,0.407,0.087,4.52104683625078e-43,"3","Vdr"
"Loxl31",2.9649888876043e-47,0.876601627454532,0.687,0.278,5.02773165671061e-43,"3","Loxl3"
"Ikbip1",4.09166318403315e-47,0.773641206337567,0.862,0.484,6.93823326116501e-43,"3","Ikbip"
"Vamp51",4.64961230769793e-47,1.00019573910089,0.753,0.33,7.88434759016338e-43,"3","Vamp5"
"Lsp11",4.8537437038265e-47,0.679524078651271,0.52,0.15,8.2304931985786e-43,"3","Lsp1"
"Csf11",1.68428851133672e-46,1.28022902421695,0.855,0.488,2.85604802867367e-42,"3","Csf1"
"Man2a11",2.9595796650427e-46,0.847863794093564,0.833,0.493,5.01855923801291e-42,"3","Man2a1"
"Inhbb",4.49642337865384e-46,0.540513315615606,0.32,0.053,7.62458512318332e-42,"3","Inhbb"
"Mmp23",8.66438115529269e-46,0.636788881966415,0.404,0.091,1.46921911250298e-41,"3","Mmp23"
"Cd441",1.14809348549294e-45,0.79616902829789,0.993,0.96,1.94682212335038e-41,"3","Cd44"
"Gas6",1.2765020164804e-45,1.07599414053859,0.665,0.265,2.16456446934581e-41,"3","Gas6"
"Apbb1ip1",1.28462352056222e-45,0.890899918887427,0.724,0.315,2.17833610381736e-41,"3","Apbb1ip"
"Slc4a41",2.12181421410326e-45,0.759093377928197,0.505,0.151,3.5979603628549e-41,"3","Slc4a4"
"Plod31",4.22705356584721e-45,0.76613085340403,0.945,0.747,7.16781473160711e-41,"3","Plod3"
"Dpep1",4.25460870306433e-45,0.255717793347561,0.164,0.007,7.21453997778618e-41,"3","Dpep1"
"Gpx71",4.38593983973082e-45,0.714256411330261,0.782,0.364,7.43723818623155e-41,"3","Gpx7"
"Rbpms",5.03636857000774e-45,0.674270880777631,0.622,0.218,8.54017018416212e-41,"3","Rbpms"
"Sdc11",6.43582625870967e-45,0.814999855407769,0.909,0.61,1.0913230586894e-40,"3","Sdc1"
"Snai21",1.12549486343705e-44,0.721465516798914,0.487,0.139,1.9085016399302e-40,"3","Snai2"
"Ogn1",4.51938219302248e-44,0.66240947978055,0.462,0.113,7.66351638470822e-40,"3","Ogn"
"Ttc39b1",7.23824541787582e-44,0.68541287837357,0.615,0.228,1.2273892755092e-39,"3","Ttc39b"
"Ptgs1",1.21375274934096e-43,0.678673529408633,0.44,0.113,2.05816053705746e-39,"3","Ptgs1"
"Sec24d1",2.15964428279555e-43,0.738433491203736,0.662,0.275,3.66210881033642e-39,"3","Sec24d"
"Timp31",2.33455444920865e-43,1.37378549268918,0.985,0.883,3.95870397952311e-39,"3","Timp3"
"Txndc51",3.28475171586456e-43,0.701750663293439,0.982,0.851,5.56995348459154e-39,"3","Txndc5"
"Rnf150",3.98307115349557e-43,0.770967573406035,0.622,0.238,6.75409375498244e-39,"3","Rnf150"
"Ctsk",7.59787302908477e-43,0.597167445214007,0.68,0.271,1.2883713295419e-38,"3","Ctsk"
"P3h3",1.00980325509591e-42,0.683868387838263,0.775,0.375,1.71232337966614e-38,"3","P3h3"
"Fkbp101",4.93156739516617e-42,0.732153812804976,0.953,0.806,8.36245883198327e-38,"3","Fkbp10"
"Fkbp112",4.98194054589603e-42,0.820505990838122,0.964,0.811,8.4478765836759e-38,"3","Fkbp11"
"Bmper1",6.14845676220185e-42,0.424473053043464,0.291,0.048,1.04259381316657e-37,"3","Bmper"
"Mmp21",6.65790329526062e-42,0.875067798233944,0.818,0.448,1.12898066177734e-37,"3","Mmp2"
"Tmem1671",7.18116012603414e-42,0.467640534928636,1,1,1.21770932257161e-37,"3","Tmem167"
"Specc11",9.14685179038892e-42,0.882978138892942,0.855,0.506,1.55103165809625e-37,"3","Specc1"
"Igf2bp1",1.02922022329227e-41,0.587579664197017,0.622,0.224,1.74524873263671e-37,"3","Igf2bp1"
"Avpr1a",1.36349624107276e-41,0.246079465647909,0.156,0.008,2.31208057598708e-37,"3","Avpr1a"
"Prkg1",1.49373610322325e-41,0.368037107413749,0.28,0.043,2.53292831023566e-37,"3","Prkg1"
"Axl1",1.85991747110558e-41,0.712726489687877,0.975,0.794,3.15386205575374e-37,"3","Axl"
"Fn11",2.01744604211871e-41,0.850214526437187,0.985,0.915,3.4209832536207e-37,"3","Fn1"
"Vgll31",2.21369316114963e-41,0.868553040096774,0.876,0.527,3.75375949336143e-37,"3","Vgll3"
"Dse1",2.90036559574663e-41,0.604986033873528,0.68,0.278,4.91814994070756e-37,"3","Dse"
"Runx11",3.04081131603045e-41,0.979836810533299,0.891,0.675,5.15630374859283e-37,"3","Runx1"
"Pdgfra1",3.96825110768186e-41,0.469111155261048,0.335,0.067,6.72896340329614e-37,"3","Pdgfra"
"Fap1",4.58484168452584e-41,0.362531104425439,0.302,0.052,7.77451604445046e-37,"3","Fap"
"Htra31",5.85209446573452e-41,0.61456233893277,0.473,0.137,9.92339658554602e-37,"3","Htra3"
"Ddah11",6.77461124597168e-41,0.675284869898547,1,0.958,1.14877082897942e-36,"3","Ddah1"
"Selenom1",7.30208159351555e-41,0.785431407435207,0.982,0.841,1.23821397581243e-36,"3","Selenom"
"F2r1",2.751772949421e-40,0.885972128333429,0.869,0.551,4.66618139033318e-36,"3","F2r"
"Bnc2",2.88256120437852e-40,0.406890828736212,0.295,0.051,4.88795903426465e-36,"3","Bnc2"
"Colgalt1",5.09708336470816e-40,0.661192589401269,0.978,0.868,8.64312426153562e-36,"3","Colgalt1"
"Cnn21",9.73417592631926e-40,0.907483593930353,0.96,0.824,1.65062421182596e-35,"3","Cnn2"
"Smoc2",1.00736122932337e-39,0.491086234623249,0.342,0.07,1.70818243656364e-35,"3","Smoc2"
"Il4ra1",1.65936427885145e-39,0.797768525359873,0.771,0.395,2.81378400764841e-35,"3","Il4ra"
"Ptx31",1.99220389031427e-39,1.26612242776374,0.862,0.553,3.37818013680591e-35,"3","Ptx3"
"Syt131",2.19903152796989e-39,0.699106930776836,0.324,0.067,3.72889776197855e-35,"3","Syt13"
"Pear11",2.2224717740807e-39,0.454001822837993,0.422,0.114,3.76864538730864e-35,"3","Pear1"
"Npc21",3.21409339398899e-39,0.645796389778878,1,0.983,5.45013816818714e-35,"3","Npc2"
"Tgfb1i11",3.35162829611313e-39,0.830581089217628,0.84,0.474,5.68335610171903e-35,"3","Tgfb1i1"
"St5",5.51335575393059e-39,0.504703803338319,0.513,0.164,9.3489973519401e-35,"3","St5"
"Dnajc251",1.02895048337899e-38,0.669188157348203,0.942,0.729,1.74479133466576e-34,"3","Dnajc25"
"Plpp3",1.04769481010772e-38,0.99229128190643,0.68,0.309,1.77657608949966e-34,"3","Plpp3"
"Arl4c",1.05102906070276e-38,0.545855592475109,0.575,0.198,1.78222997823368e-34,"3","Arl4c"
"Flnc",1.1147628169881e-38,0.568208651563904,0.56,0.194,1.89030330876673e-34,"3","Flnc"
"Ostc",1.54023182414811e-38,0.559204937072852,1,0.995,2.61177110420796e-34,"3","Ostc"
"Mustn11",2.01740991145629e-38,0.649805039647064,0.418,0.116,3.42092198685643e-34,"3","Mustn1"
"Ccn21",2.03072800393604e-38,1.81484970217535,0.756,0.446,3.44350547627434e-34,"3","Ccn2"
"Timp21",2.4476910285384e-38,0.746133680186638,0.996,0.897,4.15054967709256e-34,"3","Timp2"
"Fads31",2.54710772240359e-38,0.740109863571113,0.775,0.405,4.31913056487976e-34,"3","Fads3"
"Ptk7",3.05061869439014e-38,0.716687612341912,0.662,0.314,5.17293412007737e-34,"3","Ptk7"
"Gas11",3.27290150333586e-38,0.7550763841428,0.498,0.166,5.54985907920662e-34,"3","Gas1"
"Cxxc5",3.62859175124618e-38,0.62931810030967,0.658,0.274,6.15300303258814e-34,"3","Cxxc5"
"Myl91",4.11465815347279e-38,1.27216835516551,0.815,0.492,6.97722583084382e-34,"3","Myl9"
"Eva1b1",4.34213170221997e-38,0.800428315145753,0.945,0.724,7.36295272745441e-34,"3","Eva1b"
"Itga11",4.57997213071011e-38,0.349675790571892,0.182,0.016,7.76625874204513e-34,"3","Itga11"
"Cdh2",5.12719436180043e-38,0.688883485682523,0.738,0.349,8.69418347930498e-34,"3","Cdh2"
"Gpr1761",5.7843611063196e-38,0.53966641506831,0.538,0.179,9.80854112798615e-34,"3","Gpr176"
"Calr1",6.17053519370004e-38,0.549374997494567,1,1,1.04633765279572e-33,"3","Calr"
"Ier5l",6.23635068120266e-38,0.797507672409048,0.625,0.27,1.05749798501153e-33,"3","Ier5l"
"Creb3l21",1.04926712630406e-37,0.63975793337312,0.72,0.335,1.7792422660738e-33,"3","Creb3l2"
"Hic1",1.18400117919899e-37,0.348692090110428,0.327,0.069,2.00771079956773e-33,"3","Hic1"
"Pakap.11",1.68372036785844e-37,0.748999801068858,0.949,0.783,2.85508462777756e-33,"3","Pakap.1"
"Gxylt2",1.99880217809392e-37,0.489040341998342,0.324,0.069,3.38936885339386e-33,"3","Gxylt2"
"Lrrc15",2.14192720289515e-37,0.488670056234863,0.244,0.037,3.63206595794931e-33,"3","Lrrc15"
"Col4a21",2.44031404920552e-37,0.872675568063753,0.978,0.834,4.1380405332378e-33,"3","Col4a2"
"Slit22",2.51769539185168e-37,0.810500057727762,0.924,0.604,4.26925607596289e-33,"3","Slit2"
"Wipi11",3.74646416172812e-37,0.642954223480332,0.851,0.492,6.35287927904237e-33,"3","Wipi1"
"Lamb1",5.17236438971964e-37,0.829124866165606,0.698,0.349,8.77077829564759e-33,"3","Lamb1"
"P4ha2",5.2589563441816e-37,0.568756786992504,0.564,0.214,8.91761227282873e-33,"3","P4ha2"
"Dbn11",5.65640397303575e-37,0.697673676401546,0.822,0.48,9.59156421707673e-33,"3","Dbn1"
"Nexn1",9.71011397197283e-37,0.71234307677811,0.607,0.246,1.64654402622743e-32,"3","Nexn"
"Gng8",1.21562182891409e-36,0.317849804971152,0.244,0.037,2.06132993528961e-32,"3","Gng8"
"Cxcl5",2.11945101258644e-36,1.34653093033147,0.502,0.176,3.59395308204282e-32,"3","Cxcl5"
"Fstl31",3.11488909846898e-36,0.559605262121641,0.513,0.179,5.28191744427384e-32,"3","Fstl3"
"Siglecg",3.20390129338014e-36,0.353974097767681,0.218,0.029,5.43285542318471e-32,"3","Siglecg"
"Aldh1a31",3.53066021274102e-36,1.20745334762025,0.556,0.219,5.98694052274494e-32,"3","Aldh1a3"
"Ngf",3.80772104828107e-36,0.429320305751525,0.258,0.044,6.4567525815702e-32,"3","Ngf"
"Arhgef401",5.70666575488333e-36,0.57065077568893,0.607,0.249,9.67679312055566e-32,"3","Arhgef40"
"P4hb1",7.57814575860047e-36,0.52610524681826,0.996,0.985,1.28502617628588e-31,"3","P4hb"
"Eva1a1",7.97379360170102e-36,0.75819412731388,0.615,0.27,1.35211618104044e-31,"3","Eva1a"
"Mbnl11",2.55312967854358e-35,0.641384317658016,1,0.977,4.32934199590636e-31,"3","Mbnl1"
"Ccbe1",2.67874165558755e-35,0.367961407180712,0.156,0.012,4.54234222537981e-31,"3","Ccbe1"
"Cobll11",2.83312030849493e-35,0.476825541498079,0.4,0.111,4.80412210711485e-31,"3","Cobll1"
"Stt3a",3.21880384079804e-35,0.568270247851169,0.956,0.858,5.45812567284123e-31,"3","Stt3a"
"Tubb61",7.18353670507345e-35,0.627539171093645,0.993,0.962,1.2181123190793e-30,"3","Tubb6"
"Fabp4",7.65396478575695e-35,0.897435508189197,0.338,0.08,1.29788280872081e-30,"3","Fabp4"
"Ephb21",8.02508150988808e-35,0.428764486567451,0.36,0.09,1.36081307163172e-30,"3","Ephb2"
"C1qtnf6",1.03289893386223e-34,0.570219581942072,0.516,0.19,1.75148672215019e-30,"3","C1qtnf6"
"Tgfbr31",1.12830514493755e-34,0.521780058506859,0.516,0.181,1.9132670342706e-30,"3","Tgfbr3"
"Dcbld21",1.13557362951408e-34,0.695120933702289,0.745,0.409,1.92559220356703e-30,"3","Dcbld2"
"H19",1.98012366080664e-34,1.23680505198364,0.378,0.105,3.35769569162983e-30,"3","H19"
"Frmd61",2.69447413696259e-34,0.697555538962054,0.884,0.623,4.56901979404747e-30,"3","Frmd6"
"Cacna1c",2.92059703983366e-34,0.350262405685773,0.291,0.059,4.95245640044594e-30,"3","Cacna1c"
"Fgfr1",4.43788929345672e-34,0.733333159394943,0.858,0.592,7.52532887491455e-30,"3","Fgfr1"
"Fhl2",4.93662043805116e-34,0.719621536964073,0.742,0.385,8.37102727680335e-30,"3","Fhl2"
"Ppfibp11",5.40995913370338e-34,0.607146916639336,0.945,0.826,9.17366770302082e-30,"3","Ppfibp1"
"Flrt21",6.52439336900291e-34,0.997383891895495,0.924,0.785,1.10634138358182e-29,"3","Flrt2"
"Tnfrsf23",7.13058010275476e-34,0.33021304943936,0.309,0.068,1.20913246802412e-29,"3","Tnfrsf23"
"Kdelr21",8.14243516829013e-34,0.618085447733617,0.993,0.954,1.38071273148696e-29,"3","Kdelr2"
"Ptprn",8.99473036112451e-34,0.38035419534376,0.258,0.047,1.52523642733588e-29,"3","Ptprn"
"Maged11",1.30022826901969e-33,0.615836685604049,0.967,0.896,2.20479707577668e-29,"3","Maged1"
"Fkbp91",1.95184731298135e-33,0.636495705596906,0.895,0.644,3.30974748862248e-29,"3","Fkbp9"
"Tacc1",2.08022653691096e-33,0.511313219019071,0.735,0.347,3.52744013863991e-29,"3","Tacc1"
"Pdpn",2.11586680540517e-33,0.790110780311897,0.651,0.306,3.58787534192555e-29,"3","Pdpn"
"Ereg1",3.0417620113228e-33,0.590859845440296,0.465,0.151,5.15791584260008e-29,"3","Ereg"
"Shox2",3.53089175074029e-33,0.766848437809453,0.462,0.159,5.98733314173032e-29,"3","Shox2"
"Rhoq",3.65270074423441e-33,0.658310911566929,0.782,0.465,6.19388465199829e-29,"3","Rhoq"
"Zfp92",5.47071678537562e-33,0.503892138456334,0.451,0.15,9.27669445296144e-29,"3","Zfp9"
"Fbln1",6.30886533905362e-33,0.690695795388973,0.545,0.233,1.06979429554332e-28,"3","Fbln1"
"Adamts51",9.30020161741894e-33,0.840557964937977,0.575,0.231,1.57703518826573e-28,"3","Adamts5"
"B4galt11",9.47113988250324e-33,0.690034726422415,0.876,0.59,1.60602118987607e-28,"3","B4galt1"
"Afap11",1.18912682564829e-32,0.593401581125647,0.778,0.418,2.01640235825181e-28,"3","Afap1"
"Tspan41",1.39322203843028e-32,0.518231479564044,0.985,0.949,2.36248661056622e-28,"3","Tspan4"
"Cav11",1.4156279092569e-32,0.821445087245559,0.924,0.718,2.40048024572692e-28,"3","Cav1"
"Uap11",1.48686570978357e-32,0.691168659683164,0.789,0.489,2.52127818408e-28,"3","Uap1"
"Olfml2b1",1.56454699743284e-32,0.391695892267306,0.371,0.1,2.65300234354686e-28,"3","Olfml2b"
"Ncs11",1.84700173469734e-32,0.546349790023384,0.691,0.336,3.13196084152628e-28,"3","Ncs1"
"Tfpi",2.04564287243235e-32,0.497137681311756,0.691,0.34,3.46879661878354e-28,"3","Tfpi"
"Lrrk2",2.85577788600965e-32,0.454519916366768,0.411,0.124,4.84254256130656e-28,"3","Lrrk2"
"Tmed51",5.11625756738832e-32,0.551585793660195,0.975,0.917,8.67563795702038e-28,"3","Tmed5"
"Slc39a131",5.6630943936208e-32,0.585009400529064,0.647,0.321,9.60290916326279e-28,"3","Slc39a13"
"Pdrg1",5.68124302533588e-32,0.70796975993101,0.891,0.747,9.63368379806204e-28,"3","Pdrg1"
"Dram1",8.02467997772355e-32,0.520807387816994,0.502,0.189,1.36074498382258e-27,"3","Dram1"
"Nectin1",8.50114474616542e-32,0.448551909205775,0.429,0.138,1.44153911460727e-27,"3","Nectin1"
"Tmem2631",1.09581492119082e-31,0.662667584000257,0.782,0.455,1.85817336186327e-27,"3","Tmem263"
"Msrb31",1.51391361019751e-31,0.592314059202641,0.622,0.293,2.56714330881192e-27,"3","Msrb3"
"Itgb31",1.6057847832632e-31,0.337536128462475,0.309,0.073,2.72292925697941e-27,"3","Itgb3"
"Slpi",1.91471591723266e-31,2.59795872260674,0.538,0.239,3.24678378085143e-27,"3","Slpi"
"Nav1",2.36880633918812e-31,0.729316795431229,0.887,0.65,4.01678490936129e-27,"3","Nav1"
"Il1rl2",2.63928063100785e-31,0.257079211813116,0.222,0.036,4.47542816600001e-27,"3","Il1rl2"
"Pi15",2.81823256160098e-31,0.618929693592963,0.291,0.066,4.77887695470679e-27,"3","Pi15"
"Filip1l1",3.07259906387599e-31,0.884228606835307,0.589,0.258,5.21020623261452e-27,"3","Filip1l"
"Gpx82",3.54842563917935e-31,0.611758038190709,0.978,0.851,6.01706535635642e-27,"3","Gpx8"
"Map2",5.67840548061059e-31,0.882146749773046,0.625,0.291,9.62887217347137e-27,"3","Map2"
"St3gal2",6.12357262272137e-31,0.495695162624069,0.589,0.253,1.03837420963486e-26,"3","St3gal2"
"Dad1",8.29459387036082e-31,0.427416940876699,1,0.998,1.40651428259708e-26,"3","Dad1"
"Gng11",9.84913687928661e-31,0.513619056847461,0.455,0.156,1.67011814062063e-26,"3","Gng11"
"Lgalsl1",1.90070437221273e-30,0.715940589560584,0.873,0.66,3.22302440396113e-26,"3","Lgalsl"
"4833422C13Rik",2.44308958424557e-30,0.279247957441527,0.2,0.03,4.14274700800521e-26,"3","4833422C13Rik"
"Mbnl21",2.60478876686804e-30,0.540418014481448,0.989,0.939,4.41694031197814e-26,"3","Mbnl2"
"Nfatc41",2.80090191634624e-30,0.706127561207051,0.625,0.304,4.74948937954832e-26,"3","Nfatc4"
"Farp11",4.51595691728381e-30,0.51259817187014,0.684,0.335,7.65770814463817e-26,"3","Farp1"
"Prickle1",4.65613282548886e-30,0.338858130482498,0.313,0.078,7.89540443218145e-26,"3","Prickle1"
"Ugcg",5.61717174545092e-30,0.70256957686298,0.749,0.443,9.52503812876112e-26,"3","Ugcg"
"Mxra71",5.67632337312221e-30,0.564478556649139,0.873,0.59,9.62534154380332e-26,"3","Mxra7"
"Zc3h12a",5.81108338886988e-30,0.440130741517396,0.382,0.118,9.85385410250666e-26,"3","Zc3h12a"
"H6pd",6.04555989848555e-30,0.433043995534516,0.447,0.154,1.0251455919862e-25,"3","H6pd"
"Rab341",7.7488866495381e-30,0.517499408643407,0.982,0.899,1.31397870916218e-25,"3","Rab34"
"Hhipl1",7.96398794247634e-30,0.210609485214264,0.142,0.013,1.35045343540571e-25,"3","Hhipl1"
"Hist1h2bc",9.47363955331557e-30,1.05852730024855,0.847,0.645,1.60644505905572e-25,"3","Hist1h2bc"
"Islr",9.50543960854051e-30,0.198036405738399,0.135,0.011,1.61183739442021e-25,"3","Islr"
"Tgfb3",9.72191171581332e-30,0.563024103488937,0.378,0.117,1.64854456965046e-25,"3","Tgfb3"
"Gm2115",1.21821193625267e-29,0.447059047835682,0.429,0.14,2.06572198030365e-25,"3","Gm2115"
"Col4a11",1.31435435298961e-29,0.924798001090052,0.982,0.903,2.22875067636448e-25,"3","Col4a1"
"Arf41",1.42308685693484e-29,0.431492424717442,1,0.995,2.41312838330441e-25,"3","Arf4"
"Ifi2041",1.76190336772366e-29,0.635469369742895,0.851,0.54,2.987659540649e-25,"3","Ifi204"
"Epha11",1.81357948514825e-29,0.444178447967034,0.44,0.145,3.07528673296589e-25,"3","Epha1"
"Ptn2",2.38310342677398e-29,0.651252050518824,0.625,0.29,4.04102848078064e-25,"3","Ptn"
"Tram21",2.58331900547312e-29,0.436906840643109,0.451,0.161,4.38053403758077e-25,"3","Tram2"
"Bdh2",2.59436705408269e-29,0.243087749197824,0.16,0.018,4.39926821360802e-25,"3","Bdh2"
"Ripk3",4.23465020395785e-29,0.655475949767663,0.869,0.648,7.18069635085133e-25,"3","Ripk3"
"Scn1b",5.93651873221986e-29,0.408052083248856,0.385,0.12,1.00665548142252e-24,"3","Scn1b"
"Nsg11",6.66370228576899e-29,0.53244690855523,0.596,0.263,1.12996399659785e-24,"3","Nsg1"
"Hacd1",7.13217771249953e-29,0.596599854847835,0.953,0.851,1.20940337470855e-24,"3","Hacd1"
"Ak21",9.16542472563226e-29,0.492845558315317,0.996,0.983,1.55418107072546e-24,"3","Ak2"
"Parva1",9.29540179267877e-29,0.51305924515239,0.993,0.926,1.57622128198454e-24,"3","Parva"
"Npr3",1.20885399672058e-28,0.214180500767759,0.131,0.011,2.04985372223908e-24,"3","Npr3"
"Synpo",1.27404857480981e-28,0.351851254730108,0.244,0.049,2.16040416830499e-24,"3","Synpo"
"Prrx11",1.55007110145381e-28,0.595072458096473,1,0.927,2.62845556673523e-24,"3","Prrx1"
"B3gnt9",2.06009834976285e-28,0.297264033000368,0.251,0.053,3.49330877169286e-24,"3","B3gnt9"
"Magt11",2.40070691442416e-28,0.538338577845362,0.931,0.775,4.07087871478905e-24,"3","Magt1"
"Col27a1",2.55160593925614e-28,0.301018102973943,0.196,0.031,4.32675819119664e-24,"3","Col27a1"
"Nrp1",3.83061533625401e-28,0.465207422867865,0.44,0.156,6.49557442568593e-24,"3","Nrp1"
"Cd2761",3.85169369359446e-28,0.594680517072792,0.764,0.447,6.53131699622813e-24,"3","Cd276"
"Pth1r1",4.40054366514206e-28,0.553747573294521,0.582,0.247,7.46200189298139e-24,"3","Pth1r"
"Ptges",4.78343615509245e-28,0.460204423892604,0.455,0.168,8.11127268819027e-24,"3","Ptges"
"Arhgap291",7.07933288282192e-28,0.638910605631893,0.713,0.384,1.20044247694011e-23,"3","Arhgap29"
"Rbms11",7.22676019932742e-28,0.430968910082339,1,0.987,1.22544172699995e-23,"3","Rbms1"
"Tpm41",8.29298782858294e-28,0.454291382560427,1,0.999,1.40624194609281e-23,"3","Tpm4"
"Arxes21",8.4326354323269e-28,0.524123331729593,0.607,0.275,1.42992199025967e-23,"3","Arxes2"
"Tll1",9.04218556041319e-28,0.403151828892268,0.284,0.07,1.53328340547926e-23,"3","Tll1"
"Slc38a10",9.65483829068315e-28,0.574228685385051,0.851,0.616,1.63717092895114e-23,"3","Slc38a10"
"Ost41",1.02210251845757e-27,0.424936046129787,1,0.999,1.73317924054851e-23,"3","Ost4"
"Acvrl11",2.09953194025273e-27,0.340268795552383,0.353,0.106,3.56017631108656e-23,"3","Acvrl1"
"Fam20a1",4.71088192301458e-27,0.388571481855245,0.436,0.155,7.98824247685582e-23,"3","Fam20a"
"Micall2",4.74381666884925e-27,0.256618219638639,0.225,0.044,8.04408992536767e-23,"3","Micall2"
"Acta21",5.21330443777141e-27,1.00106384074127,0.978,0.944,8.84020033512898e-23,"3","Acta2"
"Gpr153",6.07105453302522e-27,0.284545510656427,0.258,0.059,1.02946871716509e-22,"3","Gpr153"
"Zfp36l21",6.2926993634023e-27,0.696789993181962,0.862,0.66,1.06705303105213e-22,"3","Zfp36l2"
"Manf1",6.84529996392312e-27,0.543971015257398,1,0.998,1.16075751488244e-22,"3","Manf"
"Vkorc1",7.08394637973856e-27,0.597424708262716,0.898,0.717,1.20122478761227e-22,"3","Vkorc1"
"Ece11",7.23624024856352e-27,0.603449762399844,0.949,0.806,1.22704925894892e-22,"3","Ece1"
"Sec23a",8.38195973456671e-27,0.56341718993489,0.745,0.442,1.42132891219048e-22,"3","Sec23a"
"C1qtnf3",9.55838306721845e-27,0.315277183667915,0.185,0.029,1.62081501670823e-22,"3","C1qtnf3"
"Gfpt21",1.2455148843353e-26,0.45863311606096,0.455,0.176,2.11201958936737e-22,"3","Gfpt2"
"Ergic11",1.28730138609045e-26,0.489382587954551,0.96,0.851,2.18287696039357e-22,"3","Ergic1"
"Dnm3os1",1.65165274061796e-26,0.588939186108982,0.636,0.306,2.80070755226587e-22,"3","Dnm3os"
"Ehbp1l11",1.73955932529006e-26,0.562063165627046,0.807,0.505,2.94977074789435e-22,"3","Ehbp1l1"
"Epb41l31",2.00012503939802e-26,0.573956064003786,0.949,0.768,3.39161202930722e-22,"3","Epb41l3"
"Pofut21",2.30452334331347e-26,0.555491382229993,0.851,0.596,3.90778023325665e-22,"3","Pofut2"
"Sar1a1",2.61332952381372e-26,0.492509393414629,0.978,0.939,4.43142287353093e-22,"3","Sar1a"
"Gadd45g1",2.62003574030497e-26,1.05627489748683,0.851,0.64,4.44279460483514e-22,"3","Gadd45g"
