"logFC","AveExpr","t","P.Value","adj.P.Val","B","ID_REF","SYMBOL","Probe_ID"
3.91129184518111,9.26958225819832,23.7732901926088,3.24343930071609e-07,0.000112275126507824,7.7263872210723,"ILMN_1257579","Nup210",1230703
-1.87692423376962,6.83993893424276,-23.4872580322413,3.48796426585184e-07,0.000118621381216733,7.65729163035941,"ILMN_1249360","Hnf1b",1030364
2.31443002112995,7.91163348813457,23.2161311551507,3.73975749475875e-07,0.000120880169751823,7.59075028357248,"ILMN_2598374","Ccdc92",670446
3.38660276884249,8.68943946953307,23.1573754771235,3.79707543366857e-07,0.000120880169751823,7.57619369769263,"ILMN_2524436","Sult6b1",4060270
-3.84511108476071,8.39428527665881,-23.0933990876462,3.86065218308412e-07,0.000120880169751823,7.56028782566694,"ILMN_1215807","Glipr1",2810685
-1.53845562659827,6.80627806397734,-23.066395260808,3.88785842386636e-07,0.000120880169751823,7.55355655754296,"ILMN_1219591","Pxdc1",4880132
3.8134026120577,8.3895010504711,23.0293918285826,3.92550227824471e-07,0.000120880169751823,7.54431570109804,"ILMN_1252076","Lyz2",830240
-2.61415457044154,8.73266882611573,-23.0264359400026,3.92852756995865e-07,0.000120880169751823,7.54357667970206,"ILMN_1255473","Txndc12",510092
1.46973066286774,7.10231630359203,22.5097871100188,4.50157619648896e-07,0.000132064806769252,7.41244879250428,"ILMN_1259322","Pdk4",4120131
2.86161496521598,8.03833016083356,22.4980313339666,4.51570507035632e-07,0.000132064806769252,7.40941917855016,"ILMN_2877628","Krt42",4120348
3.3745021099805,8.29013453921607,22.4754018949481,4.54304811982235e-07,0.000132064806769252,7.40358144057849,"ILMN_2858050","Zscan10",7380398
-1.89205588064039,7.28019540543427,-22.4288009550271,4.5999648213321e-07,0.000132064806769252,7.39153547635079,"ILMN_1243986","Lpp",6620114
-2.4128109512023,8.74751683304136,-22.3141480497541,4.74356456858779e-07,0.000132064806769252,7.3617588138351,"ILMN_1237034","AU040320",2370041
1.99671245820782,9.89941612030994,22.2858228633364,4.77984018056142e-07,0.000132064806769252,7.3543716532773,"ILMN_2707147","Rangrf",670253
2.51260473953893,7.78423008916412,22.2746439794067,4.79424553462456e-07,0.000132064806769252,7.35145284783204,"ILMN_1241001","Eif2s3y",6960730
1.32660234313826,11.4081578109466,22.2416638633406,4.83703960826252e-07,0.000132064806769252,7.34283060197127,"ILMN_2862619","Xrcc6",830041
-1.92935293481897,7.79656146299041,-22.1397114891729,4.97216746606963e-07,0.000133868703235777,7.31607074450642,"ILMN_2993711","Frs2",7560195
3.59369624035467,8.69451875337944,22.0701380900978,5.06690243829907e-07,0.000134550553104695,7.29771734773355,"ILMN_2734924","Urah",6660475
3.16478949744988,8.39638647988927,22.0113762328146,5.14855425581442e-07,0.000134871248985085,7.28215739911241,"ILMN_1231030","Tcf15",7400176
-1.84050945075852,7.54282908735862,-21.8757766733902,5.34288616151433e-07,0.000138048049172614,7.24604467264554,"ILMN_2763002","Eno2",1090767
-2.51675936543125,7.19998266098132,-21.7771924227979,5.48953516586709e-07,0.000138048049172614,7.21960752668905,"ILMN_1224619","St3gal1",5490008
2.16110608530497,8.5675743949177,21.7188522777284,5.57852311692612e-07,0.000138048049172614,7.2038896790626,"ILMN_2664224","Ephx1",4280402
-3.81974405395413,8.72743288612501,-21.6882088909271,5.62593597737863e-07,0.000138048049172614,7.19561199554814,"ILMN_1229547","Spon2",7570292
5.18062701585043,9.68621795955284,21.583874964014,5.79091775520432e-07,0.000138048049172614,7.16731499464747,"ILMN_2737090","Rps4l",6590008
5.03433482027526,9.63709383236177,21.5353971328136,5.86948575230328e-07,0.000138048049172614,7.15410712054836,"ILMN_2735184","Col18a1",5690270
-2.01466345766782,7.05762667835033,-21.4904654526856,5.94341556447983e-07,0.000138048049172614,7.14183126025853,"ILMN_1234698","Tspan2",4120360
-2.83667273699231,7.59009658136377,-21.4840458474411,5.95406645809983e-07,0.000138048049172614,7.14007465980197,"ILMN_1248190","Flvcr2",380132
-4.92839032829591,8.23911076345522,-21.4527109412646,6.00637453088915e-07,0.000138048049172614,7.13149079683014,"ILMN_2976129","Tinagl1",1740338
-1.43638401421632,12.4337186557468,-21.4425851286328,6.02339190906662e-07,0.000138048049172614,7.12871350098569,"ILMN_2943599","Bex3",360491
3.42574713036004,8.30864982548635,21.4249418301825,6.05317729155132e-07,0.000138048049172614,7.12387029959724,"ILMN_2609753","Pla2g10",5870136
-2.99842838897026,9.3161472362216,-21.3038421681096,6.26230427186716e-07,0.000141156707337378,7.09048925083766,"ILMN_2715546","Gpx3",7320053
3.86083372525316,8.81177110483901,21.2170548194878,6.41735311978204e-07,0.000141556067557218,7.06641679572977,"ILMN_2839745","Shfl",6940132
-1.79305914741583,6.91406600042792,-21.1500193706135,6.54017537641921e-07,0.000141556067557218,7.04773681711538,"ILMN_1223198","Filip1l",4730634
2.25768896787501,7.71265001918227,21.0966065187034,6.63999809030127e-07,0.000141556067557218,7.03279880639546,"ILMN_1256643","Wdr46",7320343
-2.85266508927578,7.77357644997083,-21.0043000708408,6.81671682957223e-07,0.000141556067557218,7.00686962883396,"ILMN_2663585","Jdp2",5860717
-3.15636875598404,8.11519245498092,-20.9483216756789,6.92654993620266e-07,0.000141556067557218,6.99107449873814,"ILMN_1251713","Car12",2320541
-1.83742362867537,6.88233602315338,-20.9221704270852,6.97856482176738e-07,0.000141556067557218,6.98367717284509,"ILMN_1229911","Arhgef28",70187
-3.91666899655229,9.72618692116449,-20.918773829417,6.985353938312e-07,0.000141556067557218,6.98271552705643,"ILMN_2419185","Tuft1",3450370
-2.83362687212872,7.15485792745676,-20.8539097370149,7.11648997548697e-07,0.000141556067557218,6.96431312617534,"ILMN_2726837","Nppb",3360681
-2.14049489826267,6.77421256557613,-20.843915418017,7.13694908998166e-07,0.000141556067557218,6.96147122168567,"ILMN_2590421","Spock1",7050477
-2.29071887925175,7.00585914547095,-20.840762683582,7.14341715853672e-07,0.000141556067557218,6.96057437746444,"ILMN_2751527","Srgn",5490187
1.64239106413072,9.54826799589404,20.8204655877087,7.18522175560147e-07,0.000141556067557218,6.95479643970306,"ILMN_2667550","Ppil1",2120047
-5.81860275943668,8.68334650820474,-20.8148422736535,7.19685401257456e-07,0.000141556067557218,6.95319440008439,"ILMN_1228958","Fst",4610110
3.86649363076031,8.45449826003053,20.7662712860818,7.29824359645486e-07,0.000141556067557218,6.93933407241431,"ILMN_2678637","Fam25a",460682
1.92808129552944,8.3938523773173,20.7643203474447,7.30235066067669e-07,0.000141556067557218,6.93877649218769,"ILMN_2734882","Cenpm",7040475
-3.17638774162741,8.46969547580977,-20.6791760437102,7.48424084759497e-07,0.00014290875712407,6.91437751058888,"ILMN_1256299","Gcnt1",290358
3.21014441341489,8.37385637870377,20.638655546812,7.57265031645484e-07,0.00014290875712407,6.90272138104953,"ILMN_2634389","Nr5a2",4810725
-3.48968112834285,8.04306455494722,-20.6058284408423,7.64516533880163e-07,0.00014290875712407,6.89325716317917,"ILMN_2759762","Stard10",7570209
-1.96833235872722,8.19251319458246,-20.596007669573,7.66701611601921e-07,0.00014290875712407,6.89042209446476,"ILMN_2718330","Cish",4200017
-2.43654534349844,7.11522824146181,-20.4498002376583,8.00106708804244e-07,0.00014771493857305,6.84801261611331,"ILMN_2636183","Scube2",6590041
1.67198282463279,7.26078820602404,20.364457425065,8.20387241688107e-07,0.000150030251699283,6.82308135394286,"ILMN_2990152","Dclk2",2650136
-2.0287171212976,8.93424729434588,-20.1255327186921,8.80422258521555e-07,0.000159504537209723,6.75258271514591,"ILMN_1244431","Sel1l",5260019
-2.19240654120016,7.19344797851741,-20.0026900311195,9.13270426809572e-07,0.000163569924142922,6.71592822774784,"ILMN_2690575","Pcbd1",830424
2.79920108838804,8.74919573005413,19.9791084247574,9.19738031033198e-07,0.000163569924142922,6.70885976616057,"ILMN_2776278","Ly6e",4780184
-1.30977296327992,6.62974043137626,-19.7122839073241,9.96756599969972e-07,0.000175655697185617,6.62815220524972,"ILMN_2700233","Ccng2",6270382
-3.93001545174654,8.1336616010915,-19.3504476872956,1.1135056093614e-06,0.000193923261464494,6.51652476787116,"ILMN_1225602","S100a1",940338
-3.17476267683326,7.33977335988335,-19.3272383074229,1.12152173715317e-06,0.000193923261464494,6.50927718093704,"ILMN_2539489","Myo5b",2120754
-3.04754295571889,8.01361490164613,-19.292580244625,1.13361728925152e-06,0.000193923261464494,6.49843463861153,"ILMN_2629191","Cpm",5360181
1.65781009085519,7.3744776260314,19.2732457727564,1.14043083863566e-06,0.000193923261464494,6.49237560714088,"ILMN_2734142","Snta1",4860114
-1.78903943538749,7.08339128302327,-19.1985781934381,1.16719485086432e-06,0.000195980126562784,6.46890628503805,"ILMN_2789786","F2",2650471
2.2863220467237,10.6221723489206,19.1833386168061,1.17274669493335e-06,0.000195980126562784,6.46410250573533,"ILMN_2773464","Phc1",5670326
2.6722939909206,8.45380148790752,19.14888554434,1.18541165067696e-06,0.000196403460242504,6.45322509470305,"ILMN_1214822","Gfpt2",2600463
2.05249318158128,8.14539943465926,19.0588390518906,1.21927079537239e-06,0.000200253351632422,6.42468276147457,"ILMN_2677772","Srxn1",610463
-1.60930544917413,6.64834991623933,-19.0133697930092,1.23679461870941e-06,0.000200253351632422,6.41020769581328,"ILMN_1243111","Rps23rg1",7560706
-1.50430089605326,8.01507218968845,-19.0060600958292,1.23963900933148e-06,0.000200253351632422,6.40787673299038,"ILMN_2429215","Tmem129",3850050
2.00898948429125,7.32902367120944,18.9732030951868,1.25251880091191e-06,0.000200661793022127,6.39738559443393,"ILMN_1227434","Itgb7",830543
1.75487210473235,7.40851250107454,18.8866023282039,1.28721818489599e-06,0.00020407285644802,6.36962807768801,"ILMN_1213645","AI467606",380670
-3.86360469743696,11.2021476969639,-18.8511683244393,1.30173726735612e-06,0.00020407285644802,6.35822608024554,"ILMN_2774596","Lamc1",4900110
-1.47999579120424,6.6715204024169,-18.8423199704958,1.30539253028396e-06,0.00020407285644802,6.35537478847182,"ILMN_3160292","Akr1c19",2070692
1.17839157383691,11.4876680688488,18.7043055750627,1.36398001480325e-06,0.000211526020695688,6.31068993614158,"ILMN_1221568","Cdca7",6510500
-3.93840921051984,7.52281890403703,-18.6179895426991,1.40217491813118e-06,0.000212544373666829,6.28254023884307,"ILMN_1249635","P3h2",6330086
-1.91891587480558,8.13123299658654,-18.5911774496681,1.41429137969488e-06,0.000212544373666829,6.27376409403407,"ILMN_2914884","Tmem9b",6840750
-2.58283710654635,7.00762709724953,-18.5633654503753,1.4269885029734e-06,0.000212544373666829,6.26464451493803,"ILMN_1237582","Igsf11",1660296
-2.50274905543726,7.12640318277217,-18.5247068414799,1.44485823677293e-06,0.000212544373666829,6.25194093286388,"ILMN_2431483","Ripor2",1450097
-1.60288901897229,6.80713642355168,-18.5175113220119,1.44821297100084e-06,0.000212544373666829,6.24957289229502,"ILMN_1231791","Hapln3",840446
1.7783677309272,9.32436408551152,18.4860881626108,1.46296976322774e-06,0.000212544373666829,6.23921855362593,"ILMN_2605212","Slc6a8",6350086
1.58563182291603,7.2473944129192,18.4798596372345,1.4659154894178e-06,0.000212544373666829,6.23716365813172,"ILMN_1240973","Slc29a4",1030482
-3.81053772129514,8.76305977390049,-18.478586229403,1.46651858499985e-06,0.000212544373666829,6.2367434368244,"ILMN_2745614","Retreg1",360373
-1.28346616552022,6.94055110788571,-18.4728771345798,1.46922600316508e-06,0.000212544373666829,6.2348590218926,"ILMN_2812244","Mppe1",7550239
-1.59727890394008,7.71261918142419,-18.4209425306681,1.49412357426939e-06,0.000212722466041393,6.21768461116679,"ILMN_2447100","Micall1",3420743
-3.06844855803087,8.9902827776403,-18.3966005487427,1.50596177811633e-06,0.000212722466041393,6.20961484597037,"ILMN_2901626","Tnfrsf21",6560204
5.81109005449029,9.85380235455881,18.3846733669237,1.51180208802464e-06,0.000212722466041393,6.20565610723913,"ILMN_2645460","Ooep",2370053
3.34604607753735,8.82439083726869,18.3794840636214,1.51435131873677e-06,0.000212722466041393,6.20393276806282,"ILMN_1223317","Lgals3",510474
1.91430113540301,7.59992092574053,18.3379034661381,1.53495908616952e-06,0.000214066056729469,6.19010295886127,"ILMN_2602542","Irag2",5340369
4.8051570081368,11.0411718769541,18.2469034206062,1.58120768024299e-06,0.000218702958824529,6.15970449749421,"ILMN_2658501","Ifitm3",3840292
4.45698524928362,9.07660022205622,18.2284701716764,1.59077210184465e-06,0.000218702958824529,6.15352477593324,"ILMN_2783225","Tfap2c",4180167
1.32943607978099,9.90288103208214,18.1488915047145,1.63284237147135e-06,0.000222905981485719,6.12676009280461,"ILMN_2974601","Rpp25l",1940368
2.90991556344033,8.04866283634335,18.113963535358,1.65171494180192e-06,0.000223657468026493,6.11496845874907,"ILMN_1230224","Dnajc6",2070594
4.01394626071835,8.88848061826917,18.096177668543,1.66142251203585e-06,0.000223657468026493,6.10895354118523,"ILMN_2502226","Utf1",6760154
2.80752526873945,8.25504714181574,18.0257931088603,1.70049469667738e-06,0.000226037632497849,6.08508117973647,"ILMN_2806700","Cyba",830369
1.77886134429729,10.1958380831161,18.022366015318,1.70242426333175e-06,0.000226037632497849,6.0839159758595,"ILMN_2594202","Rpl21",4490301
-2.27860234603927,6.8727865415414,-17.9940502514885,1.71846472080319e-06,0.000226615228658299,6.07427857383137,"ILMN_1246216","Foxa2",160368
2.81071899541391,8.71941500614569,17.939832069154,1.74967132767837e-06,0.000229171477615171,6.05577469692043,"ILMN_2745496","Mylpf",6770615
-1.04695800555697,6.52347459482323,-17.8849425614152,1.7819373169381e-06,0.000231831240864732,6.03697385610726,"ILMN_2442466","Shtn1",2260035
1.76526247300401,7.18852846397308,17.7777316789716,1.84697579539783e-06,0.000236484621096591,6.00005349677532,"ILMN_2904117","Six1",1450364
-3.51139794528121,7.62310232984942,-17.7709622726093,1.85117415630253e-06,0.000236484621096591,5.99771345231774,"ILMN_2650356","Pth1r",5670347
2.17481710264114,10.5816333329339,17.7659290448338,1.85430293560391e-06,0.000236484621096591,5.99597288460651,"ILMN_3133352","Ung",3130750
-2.46652511198518,7.21362218389955,-17.7313971015726,1.87593535012893e-06,0.000237616801490619,5.98401544023912,"ILMN_2926480","Diras2",3990196
-1.768959178149,7.94245629774855,-17.7128171068042,1.88769602422261e-06,0.000237616801490619,5.97757029872048,"ILMN_2705991","Tpp1",3710402
2.95099452235596,10.3213739725615,17.6310909415959,1.94045473713791e-06,0.000242682032770442,5.94912541470489,"ILMN_2632264","Acot7",730129
-3.36318854111875,7.71442399370011,-17.5860355190075,1.97027254488753e-06,0.000243991512425616,5.93337715106589,"ILMN_2918907","Mcc",4830685
1.39280510515653,7.25606404890493,17.5773250529505,1.97609839828845e-06,0.000243991512425616,5.93032708240319,"ILMN_2625197","Ptprv",5420358
1.77132433223817,8.90931763175032,17.5291085215516,2.00871169171503e-06,0.000246448583189214,5.91341122013785,"ILMN_2453209","Abhd11",4480368
-1.67391105975526,7.49636053855278,-17.4859326447625,2.03844738736066e-06,0.000248523915748342,5.89821719011705,"ILMN_1221787","Tcn2",5310133
3.38348961679918,8.61850704956531,17.46111113741,2.05577372199594e-06,0.000249069835005571,5.88946224405952,"ILMN_1237572","Aard",2710324
-0.989970662003732,6.61990492426431,-17.3595436714847,2.12847789513215e-06,0.000254983462470814,5.85348472283302,"ILMN_1213216","Ephb3",2120068
-2.43864887533277,7.25048195517768,-17.3562420578283,2.13089094249533e-06,0.000254983462470814,5.85231106969036,"ILMN_2900854","Mob3b",2710019
-1.73368569670775,6.98861462515938,-17.3136022051908,2.16234250763273e-06,0.000256911964563956,5.8371299368038,"ILMN_3031781","Arid5b",1050168
-1.21943977562895,6.68015480600424,-17.2986303045367,2.17351365429398e-06,0.000256911964563956,5.83178906514759,"ILMN_1234419","Bag2",4830364
2.56244812326371,8.24778338887492,17.2788368609008,2.18838545293634e-06,0.00025694329567114,5.82471990097346,"ILMN_2817714","Tspan17",4880026
1.93226190567137,11.0101319020912,17.2631073021601,2.20028821673507e-06,0.00025694329567114,5.8190953716574,"ILMN_2602396","Dpy30",4230521
-1.6338560165055,6.8853859243136,-17.2087077300493,2.24203703810177e-06,0.000258947755007606,5.79959697730759,"ILMN_2522495","Ppp1r16b",5260020
-4.4042318773652,9.16171530989445,-17.1968475173914,2.25126093069616e-06,0.000258947755007606,5.79533635510875,"ILMN_1221157","Krt8",240438
-1.729819698487,6.92960256896844,-17.1888220396815,2.25752750045321e-06,0.000258947755007606,5.79245136031092,"ILMN_2628594","Mttp",3460131
-2.24855353069803,9.98324592868911,-17.158120671601,2.28168801138237e-06,0.000259031244823724,5.78140029713572,"ILMN_3151510","Sertad2",4670577
-2.46461529566881,8.30345863075192,-17.1539663528085,2.28498028707025e-06,0.000259031244823724,5.77990316108899,"ILMN_2913166","Serping1",2000373
-1.72552519230647,8.9787327726461,-17.0701177567945,2.35262476665213e-06,0.000262497952328964,5.74959494205359,"ILMN_1241908","Erlin2",5870435
1.98392709711632,8.14020446927079,17.0670337726106,2.35515678290309e-06,0.000262497952328964,5.74847688409863,"ILMN_2641678","Bdh2",240433
4.25670155904578,9.02893138274171,17.065782666776,2.35618487001495e-06,0.000262497952328964,5.74802324495016,"ILMN_1237934","Trh",6660132
4.56906770007792,9.2590102498882,17.0358038787667,2.38097638118838e-06,0.000263744155139068,5.73714161234385,"ILMN_2980015","Gtsf1l",3060577
-2.04331986525416,6.85699411315383,-16.9868741786754,2.42209379943424e-06,0.00026650785254109,5.71933321831889,"ILMN_2648524","Lrrc38",6900167
1.14242021992136,9.45254800956326,16.973562778417,2.4334222285155e-06,0.00026650785254109,5.71447808345967,"ILMN_2761188","Ibtk",450039
2.71976495932838,8.6011640568037,16.9060604960893,2.49182525441617e-06,0.000271370969420547,5.6897892830226,"ILMN_2963483","Kank3",6510397
-1.47995514947039,7.9087813138896,-16.8800968628552,2.51472157547431e-06,0.000272334512517148,5.68026262646657,"ILMN_2993334","Plekhf1",1660685
-1.64228104701805,10.075326227267,-16.8596692647829,2.53290781198911e-06,0.00027278009964116,5.672755303366,"ILMN_2697990","Mkln1",6840537
-2.38763580973378,9.65950755877127,-16.8331039103907,2.55678743068228e-06,0.000273830521236332,5.6629764972979,"ILMN_2818396","Plgrkt",2030523
-3.80633837958322,10.8944677300819,-16.7896680187963,2.59639784646079e-06,0.00027654490249254,5.64694897065932,"ILMN_2597868","Lgmn",1690719
-1.79789020976662,8.2820912111516,-16.7271872299242,2.65463320426911e-06,0.000278555182685253,5.62380958227681,"ILMN_3018017","Cxadr",5810414
-1.43191442671267,6.68835438387547,-16.7248178525495,2.65687127979768e-06,0.000278555182685253,5.62293012953298,"ILMN_1225090","Gdf9",6860349
-1.92369123422165,7.18393036867425,-16.7167274245894,2.6645299074688e-06,0.000278555182685253,5.61992608139584,"ILMN_2663230","Slco3a1",70037
2.62781945051708,8.0604202770536,16.7080735995359,2.67275026976823e-06,0.000278555182685253,5.61671097700865,"ILMN_2627566","Capn5",7210022
1.70436412575207,9.35931991189216,16.6751721222673,2.70427387581179e-06,0.000280179712484886,5.60446968715354,"ILMN_2945472","Acy1",1510669
2.46273356363188,8.24256289117252,16.6617636510605,2.71724456781835e-06,0.000280179712484886,5.59947293681525,"ILMN_2751037","Spata13",4220673
-1.48722020456131,8.06492544025692,-16.6212506832579,2.75687615976642e-06,0.000282762139455407,5.58434726638958,"ILMN_2593410","Kif3c",4670487
