"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Crym",6.3159742820331e-14,0.805633689529336,0.824,0.672,1.04396738907725e-09,"S","Crym"
"Efna5",6.77034191264896e-14,0.422660636517113,0.705,0.515,1.11906981474175e-09,"S","Efna5"
"Col4a5",9.63607618918861e-14,0.511853727899839,0.541,0.35,1.59274703331098e-09,"S","Col4a5"
"Rab32",1.01771930825366e-13,0.348070584702986,0.513,0.309,1.68218824461248e-09,"S","Rab32"
"Actn4",1.19936364446826e-13,0.26035247747185,1,0.998,1.98242816794159e-09,"S","Actn4"
"Ctnnal1",1.20191120463165e-13,0.359420491607584,0.569,0.345,1.98663903013566e-09,"S","Ctnnal1"
"Urah",1.46180041507745e-13,0.600676437251359,0.657,0.5,2.41620990608152e-09,"S","Urah"
"Anxa31",1.48000257555185e-13,0.566487390301766,0.952,0.906,2.44629625712965e-09,"S","Anxa3"
"Calcb",1.50028767257929e-13,1.24965789764973,0.193,0.064,2.47982549400631e-09,"S","Calcb"
"Hs3st3b1",1.83485286222774e-13,0.260604357707624,0.317,0.143,3.03282829597624e-09,"S","Hs3st3b1"
"Tubb2b",2.45509655269532e-13,0.0308044453207024,0.918,0.742,4.0580290919501e-09,"S","Tubb2b"
"Ccdc68",2.529994750489e-13,0.269415537987369,0.204,0.069,4.18182832308327e-09,"S","Ccdc68"
"Tmem176b",3.29886863467508e-13,0.631604474342028,0.836,0.735,5.45269996625444e-09,"S","Tmem176b"
"Serpinb1a",4.05196513340274e-13,1.03442206515421,0.323,0.149,6.69749316900139e-09,"S","Serpinb1a"
"Emp2",4.56027992866498e-13,0.396911034744803,0.606,0.399,7.53768669409035e-09,"S","Emp2"
"Lima11",5.51744484556243e-13,0.414757944509909,0.989,0.955,9.11978458523014e-09,"S","Lima1"
"Ceacam1",7.13067071616867e-13,0.32983890649931,0.326,0.152,1.17862856267552e-08,"S","Ceacam1"
"Cavin3",7.33266380544432e-13,0.318883005336911,1,0.987,1.21201600040189e-08,"S","Cavin3"
"Sall1",8.41432018391446e-13,0.24699647285676,0.241,0.094,1.39080298319922e-08,"S","Sall1"
"F2rl1",9.48616198573677e-13,0.246825185009259,0.289,0.126,1.56796771462243e-08,"S","F2rl1"
"Orai1",1.21026330498379e-12,0.38003265106435,0.671,0.49,2.0004442168077e-08,"S","Orai1"
"2500002B13Rik",1.68424119978981e-12,0.278292542673665,0.303,0.142,2.78388227913257e-08,"S","2500002B13Rik"
"Tenm4",1.84751867310842e-12,0.357072561366466,0.589,0.373,3.05376361478091e-08,"S","Tenm4"
"Cd341",2.03165596165638e-12,0.633884771013839,0.567,0.381,3.35812413902182e-08,"S","Cd34"
"Cacna2d2",2.14087908582071e-12,0.26961193641968,0.198,0.069,3.53865904095306e-08,"S","Cacna2d2"
"Capn5",2.48440368064453e-12,0.24736853055093,0.323,0.153,4.10647084373734e-08,"S","Capn5"
"Tspan15",2.54491225415494e-12,0.264015995937162,0.329,0.157,4.2064854648927e-08,"S","Tspan15"
"Rnh1",2.63227701614047e-12,0.281636599397766,0.997,0.971,4.35089067997858e-08,"S","Rnh1"
"H2afz",2.64302990880146e-12,0.305580362359167,1,1,4.36866413625793e-08,"S","H2afz"
"Cyp26b1",2.7604627101257e-12,0.759259769519506,0.388,0.216,4.56276881356678e-08,"S","Cyp26b1"
"Dpysl3",2.8533211101142e-12,0.476394539569078,0.958,0.92,4.71625446290776e-08,"S","Dpysl3"
"Crip2",3.04330298849583e-12,0.379409275343994,0.969,0.911,5.03027550968475e-08,"S","Crip2"
"Tmbim1",3.14110161755177e-12,0.382368038046051,0.878,0.829,5.19192686365132e-08,"S","Tmbim1"
"Npnt",3.75015366477764e-12,0.413999354163308,0.314,0.15,6.19862899251097e-08,"S","Npnt"
"Glo1",3.87199446191324e-12,0.265276406924934,0.989,0.947,6.4000196460964e-08,"S","Glo1"
"Retreg1",4.04816386459305e-12,0.250645825538213,0.278,0.122,6.69121005178585e-08,"S","Retreg1"
"Ston2",4.55703413727302e-12,0.336524402952225,0.351,0.182,7.53232172549857e-08,"S","Ston2"
"Sdc41",4.92572030517122e-12,0.44491758709845,0.969,0.942,8.14172309241751e-08,"S","Sdc4"
"Lgr4",5.45852911022542e-12,0.297414379842984,0.575,0.367,9.0224027662916e-08,"S","Lgr4"
"Gna14",5.99442839286495e-12,0.585482975447801,0.711,0.579,9.90819069056648e-08,"S","Gna14"
"Nat8l",6.02331059184301e-12,0.593019392608221,0.654,0.514,9.9559300772573e-08,"S","Nat8l"
"Tubb2a",6.53609609230928e-12,0.414395059941198,0.924,0.848,1.0803513230978e-07,"S","Tubb2a"
"Hs3st3a1",7.04007647977528e-12,0.226954156104456,0.227,0.09,1.16365424134206e-07,"S","Hs3st3a1"
"Als2cl",7.08445542707315e-12,0.225712914488795,0.269,0.118,1.17098963754092e-07,"S","Als2cl"
"Tgm2",7.64185200965155e-12,0.375220459814423,0.371,0.197,1.2631217186753e-07,"S","Tgm2"
"Plcb1",7.9521152866273e-12,0.314346018959099,0.666,0.486,1.31440513572663e-07,"S","Plcb1"
"Zbtb7c",1.15748234258534e-11,0.311169968296482,0.323,0.163,1.91320256405932e-07,"S","Zbtb7c"
"Cltb",1.1678262906124e-11,0.323909029711394,0.989,0.965,1.93030007575323e-07,"S","Cltb"
"Sbspon",1.32742532615149e-11,0.462974550553202,0.612,0.427,2.1941013215958e-07,"S","Sbspon"
"Aqp11",1.37650169185073e-11,0.363795580113881,0.334,0.17,2.27521964646007e-07,"S","Aqp11"
"Krt19",1.39578298069077e-11,0.553813762587319,0.374,0.207,2.30708968878377e-07,"S","Krt19"
"Gpx4",1.45599102646383e-11,0.384061752887844,1,1,2.40660756764206e-07,"S","Gpx4"
"Tmem238",1.48694736350202e-11,0.316338844597237,0.935,0.879,2.45777529713249e-07,"S","Tmem238"
"Rock21",1.5306398201595e-11,0.33092010120582,1,0.997,2.52999455874164e-07,"S","Rock2"
"Limk2",1.83722908267562e-11,0.385172715804299,0.598,0.433,3.03675595075453e-07,"S","Limk2"
"Sept111",1.91964341422029e-11,0.221497550346088,1,0.997,3.17297859936472e-07,"S","Sept11"
"Acsl4",2.11270943753893e-11,0.591128715093371,0.929,0.873,3.49209742930809e-07,"S","Acsl4"
"Nupr11",2.35692531030617e-11,0.537755417106376,0.924,0.877,3.89576184540506e-07,"S","Nupr1"
"Ankrd29",2.49450332285125e-11,0.228738805913812,0.269,0.122,4.12316454234084e-07,"S","Ankrd29"
"Nfe2l3",2.51725672272998e-11,0.297157877923757,0.365,0.193,4.16077363700038e-07,"S","Nfe2l3"
"Mpc2",2.72601366346279e-11,0.254145918400766,0.989,0.982,4.50582798433764e-07,"S","Mpc2"
"Clec3b",2.83223489771176e-11,0.576401270699382,0.295,0.146,4.68140106242776e-07,"S","Clec3b"
"Hoxa10",2.89349159134066e-11,0.408296590097967,0.414,0.238,4.78265225132698e-07,"S","Hoxa10"
"Clic3",2.98691118037937e-11,0.342604731043165,0.269,0.122,4.93706549004905e-07,"S","Clic3"
"Timp31",3.02594538636352e-11,0.473490013273067,0.952,0.882,5.00158512912026e-07,"S","Timp3"
"Nfib",3.21839129834568e-11,0.338443821047611,0.938,0.899,5.31967897703558e-07,"S","Nfib"
"Cd109",3.43419618171692e-11,0.33509209413632,0.992,0.948,5.6763828687599e-07,"S","Cd109"
"Pfkp",3.57768280853023e-11,0.445102637648611,0.683,0.523,5.91355191421961e-07,"S","Pfkp"
"Anxa1",3.63534829109253e-11,0.152773403924842,1,0.991,6.00886719034684e-07,"S","Anxa1"
"Ttll7",3.75173489384286e-11,0.211598048152011,0.224,0.09,6.20124260603286e-07,"S","Ttll7"
"Epgn",3.7631532572641e-11,0.21314546294538,0.088,0.015,6.22011601893183e-07,"S","Epgn"
"Dclk3",3.96934706363096e-11,0.104203862102941,0.088,0.015,6.56093376147561e-07,"S","Dclk3"
"Ahnak2",5.26477233446553e-11,0.501137589735362,0.782,0.669,8.70214219163808e-07,"S","Ahnak2"
"Fam102a",5.56291512876044e-11,0.330737062010389,0.431,0.253,9.19494241632813e-07,"S","Fam102a"
"Adap1",5.66703180450122e-11,0.347289152562013,0.496,0.312,9.36703686966006e-07,"S","Adap1"
"Tmem184a",6.12722823063594e-11,0.154793563360865,0.13,0.036,1.01276955424181e-06,"S","Tmem184a"
"Eva1c",6.33192972319951e-11,0.312237259592974,0.433,0.255,1.04660466394765e-06,"S","Eva1c"
"Baiap2",6.39035511105508e-11,0.38234783875028,0.626,0.46,1.0562617963063e-06,"S","Baiap2"
"Insyn2a",6.43400215169908e-11,0.146754599531725,0.133,0.037,1.06347621565434e-06,"S","Insyn2a"
"Cdk2ap2",1.05064222346141e-10,0.283625716803826,0.909,0.818,1.73660653115936e-06,"S","Cdk2ap2"
"Tspo",1.07157552624513e-10,0.301888496208152,1,0.992,1.77120718733058e-06,"S","Tspo"
"Chmp4c",1.19308766689527e-10,0.227025051951586,0.195,0.076,1.97205460461119e-06,"S","Chmp4c"
"Sox21",1.26768058051427e-10,0.273764993876481,0.21,0.085,2.09534923153205e-06,"S","Sox21"
"Plpp1",1.38812411468973e-10,0.467830115630187,0.725,0.605,2.29443034917065e-06,"S","Plpp1"
"Slc25a4",1.45705266220081e-10,0.178022654093754,1,0.998,2.40836234535173e-06,"S","Slc25a4"
"Dclk2",1.54346480944687e-10,0.311123215048099,0.465,0.283,2.55119298353473e-06,"S","Dclk2"
"Slc2a3",1.65016067599791e-10,0.281995519662418,0.365,0.202,2.72755058135695e-06,"S","Slc2a3"
"Mybl1",1.69224782104578e-10,0.561215972634973,0.538,0.387,2.79711642340657e-06,"S","Mybl1"
"H3f3a",1.95905807387981e-10,0.155133845486462,1,1,3.23812709031593e-06,"S","H3f3a"
"Pam",1.9610640322645e-10,0.639521943397606,0.892,0.815,3.24144273892999e-06,"S","Pam"
"Plin2",2.41515956678723e-10,0.637968979166547,0.963,0.928,3.99201724794262e-06,"S","Plin2"
"Fam189b",2.42658176303565e-10,0.326479729823112,0.572,0.408,4.01089699612163e-06,"S","Fam189b"
"Pik3c2a",2.51268794447401e-10,0.328816478982118,0.81,0.75,4.15322190342109e-06,"S","Pik3c2a"
"Gjb31",2.90609801572987e-10,0.40748537343972,0.397,0.23,4.80348941019991e-06,"S","Gjb3"
"Scd1",2.99210714769723e-10,0.29261058284636,0.586,0.398,4.94565390442876e-06,"S","Scd1"
"Cpne3",3.0896809470617e-10,0.312594710936815,0.946,0.912,5.10693363739829e-06,"S","Cpne3"
"Adcy1",3.29971323971956e-10,0.250452031492979,0.227,0.102,5.45409601393247e-06,"S","Adcy1"
"Slc9a3r1",3.41079635177061e-10,0.259220394817803,0.47,0.288,5.63770528984164e-06,"S","Slc9a3r1"
"Cadm1",3.81589041133733e-10,0.32941377601755,0.436,0.257,6.30728526089947e-06,"S","Cadm1"
"Zfp36l1",3.86517504778133e-10,0.397669698691385,0.926,0.884,6.38874783647777e-06,"S","Zfp36l1"
"Il6ra",3.86641020916263e-10,0.357635365200589,0.541,0.368,6.39078943472492e-06,"S","Il6ra"
"Slc44a1",3.95388476856897e-10,0.357911013144284,0.618,0.447,6.53537613396765e-06,"S","Slc44a1"
"She",4.64431966641052e-10,0.132303180133723,0.082,0.015,7.67659597660995e-06,"S","She"
"Pdzd2",5.29772767389726e-10,0.355453170425093,0.402,0.238,8.75661407218478e-06,"S","Pdzd2"
"Bdnf",5.30164206014061e-10,0.432840328432488,0.652,0.506,8.76308416120642e-06,"S","Bdnf"
"Lama5",5.60169345666258e-10,0.21099129859388,0.246,0.112,9.25903911451757e-06,"S","Lama5"
"Samd12",5.64912981530861e-10,0.2371109924109,0.207,0.087,9.3374466717236e-06,"S","Samd12"
"Cdh13",6.09524105043125e-10,0.2901067571264,0.816,0.682,1.00748239322578e-05,"S","Cdh13"
"Pstpip1",6.11932519419567e-10,0.26036331120343,0.323,0.17,1.0114632613486e-05,"S","Pstpip1"
"Sptssb",6.14865011523563e-10,0.261307590178721,0.142,0.045,1.0163103775473e-05,"S","Sptssb"
"Fdft1",6.45453796956124e-10,0.342637147493912,0.776,0.674,1.06687058098878e-05,"S","Fdft1"
"Scx",7.30887804350353e-10,0.196487560808159,0.272,0.128,1.2080844518107e-05,"S","Scx"
"Cox5a",7.50081611739306e-10,0.172656023045144,1,1,1.2398098960439e-05,"S","Cox5a"
"Bod1",8.5912286754585e-10,0.284175240094424,0.958,0.921,1.42004418776654e-05,"S","Bod1"
"Dock5",9.92072773692066e-10,0.364593208715131,0.734,0.591,1.63979708763562e-05,"S","Dock5"
"Nccrp1",9.97273246630805e-10,0.386508093439549,0.176,0.066,1.64839294935606e-05,"S","Nccrp1"
"Myof1",1.00107993133567e-09,0.275196340501753,0.992,0.952,1.65468501850472e-05,"S","Myof"
"Syt12",1.00253231001073e-09,0.123878124848293,0.122,0.035,1.65708565521674e-05,"S","Syt12"
"Shisa3",1.09896379142064e-09,0.400648001508173,0.269,0.135,1.81647725083918e-05,"S","Shisa3"
"Pdcl3",1.11265827970066e-09,0.270184488123819,0.966,0.929,1.83911287051721e-05,"S","Pdcl3"
"Sdc2",1.13206751793363e-09,0.272989951445477,0.969,0.891,1.8711944003925e-05,"S","Sdc2"
"Grin2a",1.23437424115436e-09,0.188897916698702,0.093,0.022,2.04029718320405e-05,"S","Grin2a"
"Idi1",1.43847629146141e-09,0.382863393088593,0.833,0.746,2.37765746215657e-05,"S","Idi1"
"Tfap2a",1.81665354208745e-09,0.355255597279403,0.343,0.195,3.00274663971634e-05,"S","Tfap2a"
"Ahnak1",1.8993439026344e-09,0.348399542788423,1,0.996,3.13942553666441e-05,"S","Ahnak"
"F11r",1.9160408384528e-09,0.308502639862541,0.365,0.206,3.16702390187864e-05,"S","F11r"
"Krt13",1.97361988295048e-09,0.226305385705431,0.142,0.049,3.26219630452884e-05,"S","Krt13"
"P3h41",2.16343732330512e-09,0.273947742407495,0.98,0.959,3.57594555169104e-05,"S","P3h4"
"Celsr2",2.3307087931283e-09,0.161299806577996,0.348,0.19,3.85242856416176e-05,"S","Celsr2"
"Kank21",2.47792593777153e-09,0.309453629465898,0.839,0.745,4.09576378254256e-05,"S","Kank2"
"Enah",2.64656538936277e-09,0.268685108567607,0.864,0.787,4.37450793207772e-05,"S","Enah"
"Usp9x",2.69530707342396e-09,0.339720256212753,0.992,0.986,4.45507306166247e-05,"S","Usp9x"
"H1fx",2.81113231500434e-09,0.27487969444827,0.754,0.612,4.64652060347067e-05,"S","H1fx"
"Ppl",2.9291434100563e-09,0.212034736268717,0.147,0.052,4.84158114248205e-05,"S","Ppl"
"Gm49980",3.06322944244922e-09,0.362816855064623,0.465,0.308,5.06321194542432e-05,"S","Gm49980"
"Grtp1",3.08458659170251e-09,0.228994830662507,0.329,0.18,5.09851317742508e-05,"S","Grtp1"
"Nos1",3.29349142430516e-09,0.145411286397934,0.093,0.023,5.44381197523399e-05,"S","Nos1"
"Odc1",3.33484389160658e-09,0.387621843322869,0.994,0.994,5.51216346843651e-05,"S","Odc1"
"Stx11",3.55073310931235e-09,0.222464969005658,0.456,0.288,5.86900675638238e-05,"S","Stx11"
"Uchl5",3.67227769131899e-09,0.243132033013712,0.969,0.953,6.06990779598116e-05,"S","Uchl5"
"Sox13",3.6979625218937e-09,0.209256486405875,0.252,0.124,6.11236225243809e-05,"S","Sox13"
"Camk2d",3.72977760280135e-09,0.279828952009659,0.983,0.944,6.16494939967035e-05,"S","Camk2d"
"Calm2",3.94102320986809e-09,0.197353465495634,1,1,6.51411726359096e-05,"S","Calm2"
"Vit",4.97708306187029e-09,0.114268427025317,0.122,0.037,8.2266205929654e-05,"S","Vit"
"Jam2",5.0102611359397e-09,0.295293023030851,0.45,0.28,8.28146063159473e-05,"S","Jam2"
"Tmc6",5.38405421229325e-09,0.268268034183467,0.448,0.285,8.89930320749951e-05,"S","Tmc6"
"Grpel1",5.41630757505744e-09,0.226958505442619,1,0.998,8.95261479081244e-05,"S","Grpel1"
"Ascl2",5.82065467483325e-09,0.0942384091196929,0.076,0.015,9.62096011203188e-05,"S","Ascl2"
"Fmo1",6.1448847660251e-09,0.374883449412264,0.411,0.257,0.000101568800297629,"S","Fmo1"
"Emp3",6.18471988587166e-09,0.22375373596932,1,0.995,0.000102227234993573,"S","Emp3"
"Malat1",6.20959650114022e-09,0.487446618538937,1,0.999,0.000102638420567347,"S","Malat1"
"Slc4a7",6.32599662656117e-09,0.358413982886968,0.805,0.74,0.00010456239824043,"S","Slc4a7"
"Carhsp1",6.32868495139236e-09,0.234889117731668,0.997,0.966,0.000104606833561564,"S","Carhsp1"
"Pgs1",6.48204202926382e-09,0.242992777014271,0.924,0.864,0.000107141672701702,"S","Pgs1"
"Ddrgk1",6.67036753690768e-09,0.253690127836307,0.963,0.925,0.000110254505017547,"S","Ddrgk1"
"Syncrip",6.73527969689457e-09,0.243893190304891,1,0.995,0.00011132743810997,"S","Syncrip"
"Tesk2",7.50257758574469e-09,0.210103713587869,0.331,0.188,0.000124010104914774,"S","Tesk2"
"Paics",8.17938628434407e-09,0.233005503979774,0.997,0.996,0.000135197075893923,"S","Paics"
"Areg",8.24986731262852e-09,0.212459341509599,0.127,0.041,0.000136362056810437,"S","Areg"
"Palld1",8.54277017795175e-09,0.351345837832171,0.844,0.74,0.000141203448271364,"S","Palld"
"Dysf",8.97126139410064e-09,0.167853253009756,0.221,0.1,0.000148285979583089,"S","Dysf"
"Aspa",8.97688907308157e-09,0.409435473451884,0.34,0.197,0.000148378999488965,"S","Aspa"
"Dsc2",9.64515789791655e-09,0.133892610329613,0.147,0.054,0.000159424814894663,"S","Dsc2"
"Cdc42ep2",1.15730539640976e-08,0.359610567886846,0.654,0.501,0.000191291008972569,"S","Cdc42ep2"
"Sh3rf2",1.16710568427942e-08,0.218826528903555,0.218,0.101,0.000192910898554546,"S","Sh3rf2"
"Lama1",1.23189346567224e-08,0.227409079382053,0.173,0.072,0.000203619670940964,"S","Lama1"
"Tmprss5",1.31808004230125e-08,0.19710252128336,0.263,0.133,0.000217865450191974,"S","Tmprss5"
"Rab3d",1.3244738320174e-08,0.184635470642714,0.261,0.131,0.000218922279694156,"S","Rab3d"
"Ssbp2",1.43007650333483e-08,0.39657220272654,0.694,0.582,0.000236377345236214,"S","Ssbp2"
"Hand2",1.43784236990563e-08,0.333347825432047,0.266,0.138,0.000237660965321702,"S","Hand2"
"Plcd3",1.46619886064686e-08,0.196182052923938,0.306,0.167,0.000242348009676319,"S","Plcd3"
"2310043M15Rik",1.47807915066391e-08,0.194654805417783,0.195,0.086,0.000244311702813238,"S","2310043M15Rik"
"Ehf",1.57599684864713e-08,0.234554356004407,0.272,0.135,0.000260496519112885,"S","Ehf"
"Pla2g7",1.59764499994732e-08,0.312721632630832,0.462,0.293,0.000264074742041292,"S","Pla2g7"
"Acot9",1.61867898890997e-08,0.267627592147665,0.89,0.833,0.000267551450076929,"S","Acot9"
"Cox4i2",1.65015223045487e-08,0.225886284078728,0.136,0.049,0.000272753662171886,"S","Cox4i2"
"Afap1l2",1.9804823747006e-08,0.193298467491136,0.258,0.13,0.000327353931714262,"S","Afap1l2"
"Krtdap",2.02379036684922e-08,0.247096377464105,0.309,0.174,0.000334512309736508,"S","Krtdap"
"Wnt4",2.09987306970326e-08,0.316523202790688,0.218,0.102,0.000347088019691252,"S","Wnt4"
"Vdac1",2.13854925915848e-08,0.180638958287256,1,0.999,0.000353480807046305,"S","Vdac1"
"Adamts7",2.21559898149098e-08,0.241399543872569,0.411,0.257,0.000366216355650644,"S","Adamts7"
"Bace2",2.28164520857553e-08,0.157272471445724,0.116,0.037,0.00037713313652545,"S","Bace2"
"Carnmt1",2.31342768520466e-08,0.249209799276545,0.986,0.971,0.000382386462087479,"S","Carnmt1"
"Rhpn2",2.35140805461662e-08,0.0652022175206849,0.045,0.005,0.000388664237347581,"S","Rhpn2"
"Eps8l2",2.54711594937162e-08,0.121910528554246,0.116,0.037,0.000421012795271636,"S","Eps8l2"
"Marc2",2.73402977146774e-08,0.242485653337765,0.938,0.913,0.000451907780925903,"S","Marc2"
"Prok2",3.01130909923075e-08,0.239083254665091,0.193,0.085,0.000497739281011851,"S","Prok2"
"Thbs3",3.27411501363629e-08,0.304165996270706,0.691,0.562,0.000541178470603942,"S","Thbs3"
"Frrs1",3.32991751435212e-08,0.263868941603682,0.827,0.717,0.000550402065947262,"S","Frrs1"
"Peli2",3.41545386833301e-08,0.275025780947859,0.36,0.217,0.000564540369896763,"S","Peli2"
"Syngr2",3.61935120341767e-08,0.264230858554417,0.912,0.849,0.000598242560412906,"S","Syngr2"
"Mindy1",3.7439289856325e-08,0.296802160423277,0.708,0.571,0.000618834022035196,"S","Mindy1"
"Gja1",3.76364602578364e-08,0.262593430339109,0.875,0.811,0.000622093051601778,"S","Gja1"
"Sfn",3.88868671753468e-08,0.517037476466422,0.255,0.132,0.000642761027541308,"S","Sfn"
"Stap2",4.00086037765441e-08,0.151316128045448,0.159,0.064,0.000661302211822498,"S","Stap2"
"Chrd",4.29013343747758e-08,0.138269217153914,0.11,0.035,0.00070911615588067,"S","Chrd"
"Chmp2a",4.30314255274145e-08,0.249837376038575,0.994,0.965,0.000711266432542634,"S","Chmp2a"
"Apobec1",4.38935224878705e-08,0.277801204717882,0.66,0.506,0.000725516033202012,"S","Apobec1"
"Clic5",4.95419842232582e-08,0.115049774764477,0.074,0.016,0.000818879457226235,"S","Clic5"
"Zfp462",5.31467299278344e-08,0.29324835026343,0.674,0.56,0.000878462298977176,"S","Zfp462"
"C1rl",5.66871816564326e-08,0.168871723664671,0.156,0.064,0.000936982425599174,"S","C1rl"
"Emc9",5.90717161519661e-08,0.331971601879352,0.479,0.324,0.000976396396275848,"S","Emc9"
"Syngr1",5.92483299513861e-08,0.0191558723435991,0.462,0.271,0.000979315645766461,"S","Syngr1"
"Nat8f4",5.99736382991395e-08,0.0664394677715789,0.054,0.008,0.000991304267446477,"S","Nat8f4"
"Mrps14",6.39025795306638e-08,0.165107884884789,1,0.997,0.00105624573706234,"S","Mrps14"
"Plekha6",6.64659020553137e-08,0.160319738686022,0.193,0.087,0.00109861489507228,"S","Plekha6"
"Mir205hg",7.5590925690768e-08,0.106951085426315,0.076,0.018,0.0012494424107427,"S","Mir205hg"
"Id3",7.79081728246228e-08,0.292666191338188,0.924,0.827,0.00128774418861819,"S","Id3"
"Rab11fip1",8.14307859149044e-08,0.163638381873637,0.249,0.129,0.00134596946038745,"S","Rab11fip1"
"Klc3",8.20005235297486e-08,0.123349116088143,0.139,0.053,0.00135538665342321,"S","Klc3"
"Actg11",8.41464472313856e-08,0.199287574791196,1,1,0.00139085662628757,"S","Actg1"
"Nsmce1",9.05677388982976e-08,0.231578753904006,0.949,0.911,0.00149699415624996,"S","Nsmce1"
"Cd471",9.31149737704704e-08,0.268433343573665,0.975,0.935,0.00153909740145211,"S","Cd47"
"Hoxd11",9.54669254564661e-08,0.255905942743941,0.241,0.123,0.00157797281086993,"S","Hoxd11"
"Pcdh17",9.59744728930421e-08,0.225401255719842,0.127,0.046,0.00158636206244909,"S","Pcdh17"
"Pdgfa",9.78302572334058e-08,0.242941107184424,0.867,0.765,0.00161703632181096,"S","Pdgfa"
"Ecscr1",1.0467725389585e-07,0.378299400377378,0.578,0.434,0.00173021032964451,"S","Ecscr"
"Bnc1",1.04753888499996e-07,0.0951990488417317,0.079,0.02,0.00173147702301643,"S","Bnc1"
"Slc35g1",1.25524311043044e-07,0.222050836520896,0.371,0.23,0.00207479133723047,"S","Slc35g1"
"Klhdc8a1",1.26089149633613e-07,0.314981037982283,0.516,0.358,0.00208412755429399,"S","Klhdc8a"
"Ywhaz",1.30573938241286e-07,0.178415892656527,1,0.999,0.00215825662519021,"S","Ywhaz"
"Pitpnm3",1.31881929936043e-07,0.084267458507183,0.057,0.01,0.00217987641991286,"S","Pitpnm3"
"Kcnn4",1.32289668075642e-07,0.225138891323739,0.292,0.163,0.00218661592362228,"S","Kcnn4"
"Slc25a23",1.34758056536133e-07,0.187719373991139,0.323,0.187,0.00222741591648574,"S","Slc25a23"
"Spn",1.37374526652009e-07,0.151573796639084,0.167,0.073,0.00227066355103105,"S","Spn"
"Gm26532",1.43788269880549e-07,0.27822668302859,0.524,0.377,0.0023766763128556,"S","Gm26532"
"H2-Ke6",1.44992181557798e-07,0.233686434762858,0.462,0.314,0.00239657576896885,"S","H2-Ke6"
"Tuft1",1.60380116166193e-07,0.14801220707282,0.181,0.082,0.00265092294011101,"S","Tuft1"
"Limch1",1.65600950256258e-07,0.496432292805623,0.343,0.208,0.00273721810678569,"S","Limch1"
"Ap1s3",1.75263952517819e-07,0.174062460278596,0.204,0.099,0.00289693787116703,"S","Ap1s3"
"Hap1",1.75440255666369e-07,0.154157328862752,0.235,0.12,0.00289985198590941,"S","Hap1"
"Junb",1.92297202770435e-07,0.327790647300477,0.966,0.949,0.00317848046459252,"S","Junb"
"Ramp21",1.97784776709943e-07,0.267584234770665,0.467,0.324,0.00326918457423864,"S","Ramp2"
"Dlk2",2.30323797050257e-07,0.253599142927561,0.244,0.132,0.0038070220414437,"S","Dlk2"
"Uchl3",2.36741510946911e-07,0.226503350528462,0.986,0.979,0.00391310043444149,"S","Uchl3"
"Acer3",2.42137694233709e-07,0.252773072262326,0.581,0.44,0.00400229394798897,"S","Acer3"
"Adam15",2.44613225579812e-07,0.260506715815482,0.623,0.479,0.00404321200560871,"S","Adam15"
"Grina",2.76514229834086e-07,0.208980876481825,0.742,0.593,0.0045705037049276,"S","Grina"
"Slc22a23",2.8356924570534e-07,0.208374398935066,0.28,0.157,0.00468711606226357,"S","Slc22a23"
"Myl6",2.87186343134817e-07,0.124695256287737,1,1,0.0047469030656754,"S","Myl6"
"Maml2",3.128859675679e-07,0.234180229268277,0.348,0.218,0.00517169215792981,"S","Maml2"
"Tagln21",3.19589098903368e-07,0.218221129178884,1,0.991,0.00528248821577377,"S","Tagln2"
"Bex1",3.20089814926066e-07,0.392949859866423,0.439,0.288,0.00529076455091295,"S","Bex1"
"Stac",3.21716792528244e-07,0.187221146775826,0.136,0.055,0.00531765686369935,"S","Stac"
"Itgb1bp1",3.26697988326671e-07,0.265344478865126,0.895,0.871,0.00539999104905154,"S","Itgb1bp1"
"Fam20c",3.38044720675112e-07,0.249597730202862,0.533,0.39,0.00558754118803892,"S","Fam20c"
"Plpp2",3.41499994383434e-07,0.320728438033869,0.688,0.601,0.00564465340716379,"S","Plpp2"
"Col4a6",3.46549172623172e-07,0.169681814461417,0.181,0.084,0.00572811127428842,"S","Col4a6"
"Socs6",3.48613763276074e-07,0.26562649077178,0.714,0.612,0.00576223689319023,"S","Socs6"
"Ckb",3.5596161835802e-07,0.0587236065005947,0.802,0.677,0.00588368958983971,"S","Ckb"
"Slc29a11",3.56581078045783e-07,0.277964532793831,0.949,0.914,0.00589392863901875,"S","Slc29a1"
"Tubb3",3.6308316808874e-07,0.245847415584788,0.564,0.43,0.00600140168533878,"S","Tubb3"
"Mfsd6",3.80927284404608e-07,0.299731218370271,0.603,0.478,0.00629634708392376,"S","Mfsd6"
"Slc4a11",3.99421317338058e-07,0.130004227645134,0.136,0.055,0.00660203495428077,"S","Slc4a11"
"Ywhae",4.13086888838718e-07,0.108229029526207,1,1,0.00682791318561517,"S","Ywhae"
"Ptprk",4.17322127673708e-07,0.278211608239103,0.465,0.325,0.00689791744831873,"S","Ptprk"
"Dbi",4.46883350882069e-07,0.0429062481119393,1,1,0.00738653490672973,"S","Dbi"
"Emc2",4.60397533523381e-07,0.243410706964915,0.858,0.833,0.00760991083160797,"S","Emc2"
"Prrg4",4.61795328395316e-07,0.185939092980544,0.238,0.126,0.00763301498304617,"S","Prrg4"
