"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Col1a1",1.4900919175831e-109,2.09087478940071,1,0.906,2.46297293057311e-105,"R","Col1a1"
"Fbln2",9.23078687393198e-109,1.92435336706995,0.966,0.617,1.52575676239222e-104,"R","Fbln2"
"Bgn",3.86599522207838e-108,2.21169742336528,0.915,0.454,6.39010350257335e-104,"R","Bgn"
"Loxl1",9.47769351343448e-104,1.52528929595611,0.785,0.22,1.56656796083558e-99,"R","Loxl1"
"Serpinf1",9.75151855257903e-104,1.89325289141231,0.844,0.295,1.61182850155579e-99,"R","Serpinf1"
"Col1a2",5.4808295532053e-102,1.92839228370487,1,0.885,9.05926316849304e-98,"R","Col1a2"
"Cdh11",1.17716417655514e-100,1.44576023619073,0.857,0.296,1.945734667428e-96,"R","Cdh11"
"Col5a1",2.18186571149941e-96,1.80473751393169,0.91,0.425,3.60640583453738e-92,"R","Col5a1"
"Dcn",4.83209789057491e-95,2.01886545430365,0.645,0.125,7.98697460333126e-91,"R","Dcn"
"Lox",3.81632796302175e-94,2.00329939193285,0.87,0.398,6.30800849007866e-90,"R","Lox"
"3300005D01Rik",2.26562941394772e-91,1.19345583895546,0.679,0.148,3.74485885831418e-87,"R","3300005D01Rik"
"Zyx",6.90891253777805e-91,1.49208730843043,0.987,0.87,1.14197415336933e-86,"R","Zyx"
"Timp1",3.86013654595298e-88,1.31697065167899,1,0.991,6.38041969680568e-84,"R","Timp1"
"Rhoj",1.37250226399473e-86,1.31863602103514,0.926,0.504,2.26860899215688e-82,"R","Rhoj"
"Ckap4",2.41285847289795e-86,1.01546664908133,1,0.946,3.98821376985302e-82,"R","Ckap4"
"Col3a1",1.35467169142122e-84,2.19795272873132,0.931,0.598,2.23913683875014e-80,"R","Col3a1"
"Fbn1",1.38483757865665e-84,1.31795651502948,0.997,0.828,2.28899803376157e-80,"R","Fbn1"
"Nid1",1.79097313883813e-82,1.11720843719506,0.936,0.486,2.96029950118555e-78,"R","Nid1"
"Prss23",3.78376951875636e-82,1.55898598079058,0.973,0.824,6.2541926375524e-78,"R","Prss23"
"Col6a3",6.69732004311998e-81,1.48577800585676,0.939,0.638,1.1070000299273e-76,"R","Col6a3"
"Serpinh1",3.67659042435744e-80,0.909191173964406,1,0.977,6.07703631242042e-76,"R","Serpinh1"
"Ltbp2",3.69271505906098e-80,1.45830397423007,0.554,0.102,6.10368872112189e-76,"R","Ltbp2"
"Fstl1",2.9547614405117e-79,0.817077149831673,1,0.985,4.8839251850218e-75,"R","Fstl1"
"Igfbp7",4.41874091722184e-79,1.5036232084002,0.96,0.663,7.30373686207598e-75,"R","Igfbp7"
"Bicc1",1.77861758456805e-78,1.13732664204982,0.926,0.53,2.93987700553253e-74,"R","Bicc1"
"Thbs1",3.23575917374263e-78,1.7522199024243,0.981,0.801,5.34838633827919e-74,"R","Thbs1"
"Cd248",8.44752016347175e-75,1.20436951253375,0.679,0.209,1.39629060782024e-70,"R","Cd248"
"Csgalnact1",8.87238155973582e-75,1.16754621808582,0.74,0.254,1.46651594800873e-70,"R","Csgalnact1"
"Ebf1",1.02182529625158e-74,1.12680399240487,0.862,0.41,1.68897503217424e-70,"R","Ebf1"
"Sparc",1.06233152467692e-74,0.998058708740335,1,0.991,1.75592777713849e-70,"R","Sparc"
"Phldb2",3.51771367962413e-74,1.27438241519095,0.96,0.713,5.81442894105072e-70,"R","Phldb2"
"Cald1",1.98288845760187e-72,1.00390090858111,1,0.982,3.27751633157013e-68,"R","Cald1"
"Mfap5",3.84561272731674e-72,1.75781872241987,0.716,0.248,6.35641327698184e-68,"R","Mfap5"
"Pcdh19",4.1693506550492e-72,0.848448713660859,0.544,0.107,6.89151969773082e-68,"R","Pcdh19"
"Cyp1b1",5.73766424508616e-72,1.28286381184989,0.891,0.479,9.48378523070291e-68,"R","Cyp1b1"
"Actn1",1.15512400891947e-71,0.981185514509379,1,0.909,1.90930447434299e-67,"R","Actn1"
"Thbs2",1.15655758690238e-71,1.68556318217531,0.875,0.485,1.91167403539094e-67,"R","Thbs2"
"Vcan",8.09922813919525e-71,1.34001959214014,0.915,0.624,1.33872141912758e-66,"R","Vcan"
"Mical2",5.16362180185418e-70,1.0997780322996,0.703,0.239,8.53495047628477e-66,"R","Mical2"
"Fbln5",8.74747315904301e-69,1.1938545963215,0.934,0.582,1.44586983845822e-64,"R","Fbln5"
"Has2",8.5301925452425e-68,1.23566848484549,0.544,0.118,1.40995552580313e-63,"R","Has2"
"Prrx1",5.80953426125156e-67,0.966498799364997,1,0.899,9.6025791804227e-63,"R","Prrx1"
"Gask1b",6.62947689941891e-67,1.13800799840556,0.767,0.298,1.09578623670495e-62,"R","Gask1b"
"Slit3",1.05927757897721e-66,1.08198018060526,0.727,0.257,1.75087991029142e-62,"R","Slit3"
"Tnc",1.38616602524407e-66,1.85574690054193,0.822,0.412,2.29119382312592e-62,"R","Tnc"
"Thy1",5.096687244916e-66,1.18140259846969,0.586,0.153,8.42431434712166e-62,"R","Thy1"
"Loxl3",1.2448292896027e-64,0.842577282823004,0.618,0.179,2.05757833278431e-60,"R","Loxl3"
"Col5a2",3.48857712084041e-64,1.11430223198223,0.979,0.762,5.76626912303711e-60,"R","Col5a2"
"Slit2",1.99429258807531e-63,1.09035898984464,0.899,0.548,3.29636621882968e-59,"R","Slit2"
"Pmepa1",2.0730126925985e-63,1.20326366113528,0.997,0.873,3.42648267959605e-59,"R","Pmepa1"
"Hdlbp",3.45621601369172e-63,0.671985511236743,1,1,5.71277944903105e-59,"R","Hdlbp"
"Lrp1",6.77735013048434e-63,1.00420283491519,0.966,0.687,1.12022820306776e-58,"R","Lrp1"
"Col8a1",2.11660248197925e-62,1.2469401133972,0.873,0.487,3.49853224246351e-58,"R","Col8a1"
"Inhba",3.36775729842236e-62,1.5695208855965,0.833,0.441,5.56656603856232e-58,"R","Inhba"
"Fam114a1",4.31793148929016e-62,0.845919731995618,0.692,0.24,7.1371089586477e-58,"R","Fam114a1"
"Ccn4",1.03467135840081e-61,1.44786017123698,0.788,0.402,1.71020828830069e-57,"R","Ccn4"
"Pdgfrb",1.16782467298261e-61,0.933236367785744,0.568,0.151,1.93029740197295e-57,"R","Pdgfrb"
"Col5a3",4.01245235344158e-61,1.16068764386461,0.424,0.071,6.63218249500359e-57,"R","Col5a3"
"Ccn5",4.90205488860242e-61,1.31313623200537,0.456,0.087,8.10260652537094e-57,"R","Ccn5"
"Clmp",2.11948952846852e-60,0.912705033508518,0.655,0.21,3.50330424160562e-56,"R","Clmp"
"Snhg18",2.70581311060618e-60,0.95890773614791,0.679,0.249,4.47243849052095e-56,"R","Snhg18"
"Adam12",4.25520163177461e-60,0.803545172859966,0.544,0.14,7.03342277716026e-56,"R","Adam12"
"Col12a1",2.16476782303751e-58,1.44788905449442,0.751,0.353,3.5781447346987e-54,"R","Col12a1"
"Mmp14",2.78941146988884e-58,0.993519009523735,0.979,0.791,4.61061821857926e-54,"R","Mmp14"
"Rcn3",1.44523456597657e-57,1.06306543540755,0.78,0.4,2.38882821410267e-53,"R","Rcn3"
"Col11a1",2.98568917695941e-57,0.984323301466979,0.666,0.228,4.93504564059622e-53,"R","Col11a1"
"Svep1",4.26386691916297e-57,0.631945765537154,0.435,0.08,7.04774563068448e-53,"R","Svep1"
"Loxl2",1.25787476381724e-56,1.18734205451972,0.682,0.273,2.07914119711351e-52,"R","Loxl2"
"Creb3l1",4.11099118087201e-56,0.766580505293511,0.464,0.097,6.79505732286335e-52,"R","Creb3l1"
"Vamp5",4.29549015031291e-56,1.03343406236473,0.684,0.248,7.10001566945221e-52,"R","Vamp5"
"Axl",6.33260023163691e-55,0.842057661885567,0.95,0.751,1.04671549228727e-50,"R","Axl"
"Kdelr3",3.13625099105932e-53,0.771742527346788,0.637,0.229,5.18390926312195e-49,"R","Kdelr3"
"Olfml3",3.90748735913094e-53,0.850611285123168,0.653,0.241,6.45868585590754e-49,"R","Olfml3"
"Timp3",1.0457962672039e-52,1.40988244908656,0.973,0.873,1.72859665006132e-48,"R","Timp3"
"Hs6st2",2.2359824772422e-51,1.01531909976664,0.894,0.646,3.69585543663364e-47,"R","Hs6st2"
"Adamts2",8.47911844728952e-50,0.750072582807683,0.385,0.071,1.40151348815248e-45,"R","Adamts2"
"Ddah1",1.10184964207232e-49,0.670666663482945,0.997,0.957,1.82124727338134e-45,"R","Ddah1"
"Lrrc32",1.90265760331787e-49,0.733548752428498,0.305,0.035,3.1449027525241e-45,"R","Lrrc32"
"Lgals3bp",2.22592536013616e-49,0.78023969363786,0.936,0.724,3.67923202776905e-45,"R","Lgals3bp"
"Cpxm2",3.25488638109576e-49,0.734950429513147,0.379,0.069,5.38000169931319e-45,"R","Cpxm2"
"Wnt5a",5.73613925171773e-49,0.950891592195779,0.615,0.22,9.48126456916423e-45,"R","Wnt5a"
"Rbms3",6.73134522145003e-49,0.781986400631143,0.737,0.342,1.11262405165348e-44,"R","Rbms3"
"Il4ra",2.22507241742937e-48,0.807424898161449,0.737,0.338,3.677822198769e-44,"R","Il4ra"
"Aebp1",3.08456573303622e-48,1.26633447346737,0.74,0.38,5.09847870013557e-44,"R","Aebp1"
"F2r",3.76443650758103e-48,0.940237560966125,0.806,0.467,6.22223710338069e-44,"R","F2r"
"Mrc2",8.96960534856518e-48,0.519920738013127,0.462,0.114,1.48258606806434e-43,"R","Mrc2"
"Snai1",1.41567359929055e-47,0.714498025511445,0.443,0.11,2.33996689226735e-43,"R","Snai1"
"Rrbp1",5.08728814622092e-47,0.744504369412153,1,0.993,8.40877857688856e-43,"R","Rrbp1"
"Twist2",8.64986908897811e-47,0.669241508194639,0.438,0.104,1.42973686171719e-42,"R","Twist2"
"Col4a2",1.12729016222449e-46,0.896364081443483,0.971,0.829,1.86329790914085e-42,"R","Col4a2"
"Tgfbr3",2.216888957252e-46,0.57648749907694,0.467,0.124,3.66429575744182e-42,"R","Tgfbr3"
"Cav1",1.12913881390017e-45,0.852008699120711,0.939,0.713,1.86635354549559e-41,"R","Cav1"
"Sod3",1.43779536753758e-45,1.03462477347084,0.443,0.113,2.37653196300287e-41,"R","Sod3"
"Oaf",4.02356566981555e-44,0.927966078829312,0.69,0.331,6.65055169563812e-40,"R","Oaf"
"Serpine1",9.80018108072507e-44,1.54140303116732,0.674,0.319,1.61987193083305e-39,"R","Serpine1"
"Ctsk",1.03903634394603e-43,0.586276788094395,0.578,0.199,1.71742317290839e-39,"R","Ctsk"
"Emp1",1.04941184912254e-43,0.767161417337151,0.995,0.98,1.73457284541465e-39,"R","Emp1"
"Fgf7",1.78074492645632e-43,0.762957469265599,0.358,0.07,2.94339328893965e-39,"R","Fgf7"
"Copz2",1.85640645945723e-43,0.69216872689194,0.698,0.318,3.06845423683685e-39,"R","Copz2"
"Fap",2.01755304451526e-43,0.380704138612609,0.257,0.026,3.33481342727927e-39,"R","Fap"
"Mbnl1",2.3320981103015e-43,0.614343758104183,0.992,0.966,3.85472496651735e-39,"R","Mbnl1"
"Timp2",2.52743243840013e-43,0.699415007301034,0.997,0.885,4.17759307743157e-39,"R","Timp2"
"Col15a1",2.57918312384228e-43,0.978091318434733,0.523,0.17,4.2631317853989e-39,"R","Col15a1"
"Oat",3.65691282717125e-43,0.653422793923485,0.939,0.79,6.04451121203136e-39,"R","Oat"
"Gpx8",3.97688020039822e-43,0.725103869317352,0.989,0.837,6.57338528323822e-39,"R","Gpx8"
"Sned1",5.67539194788033e-43,0.797916778468959,0.469,0.14,9.3808553506514e-39,"R","Sned1"
"Ehd2",8.3674594610018e-43,0.747522538129727,0.873,0.612,1.38305737430899e-38,"R","Ehd2"
"Zfp469",9.73195704708239e-43,0.612859647238737,0.366,0.078,1.60859518031225e-38,"R","Zfp469"
"Txndc5",1.00348044804383e-42,0.617170824283644,0.963,0.84,1.65865283257165e-38,"R","Txndc5"
"Rhoc",1.09207452584929e-42,0.681572931719113,0.997,0.901,1.80508998377629e-38,"R","Rhoc"
"Ifi204",3.52778797598461e-42,0.748781183426768,0.785,0.437,5.83108074550496e-38,"R","Ifi204"
"Plac8",5.76650647384196e-42,2.19472174717231,0.446,0.138,9.53145855061338e-38,"R","Plac8"
"Gpx3",1.40693348068533e-41,1.03652796839005,0.501,0.167,2.32552035022479e-37,"R","Gpx3"
"Vgll3",6.68531520316434e-41,0.761733636271901,0.812,0.459,1.10501574993103e-36,"R","Vgll3"
"Apbb1ip",6.81374506722671e-41,0.7279965772152,0.655,0.271,1.1262439221619e-36,"R","Apbb1ip"
"Lpp",1.28961797975466e-40,0.755572620596765,0.966,0.851,2.13160955873648e-36,"R","Lpp"
"Twist1",3.55898773934053e-40,0.760506990006062,0.952,0.775,5.88265083435597e-36,"R","Twist1"
"Dse",5.41189603453347e-40,0.552680122965719,0.589,0.224,8.94532295548037e-36,"R","Dse"
"Fn1",6.11239598967034e-40,0.779850582264273,0.984,0.898,1.01031793313261e-35,"R","Fn1"
"Dclk1",7.32385156201471e-40,0.889332430453621,0.631,0.278,1.21055942468541e-35,"R","Dclk1"
"Tcaf2",7.87457110012379e-40,0.496978725501393,0.363,0.082,1.30158785713946e-35,"R","Tcaf2"
"Fam20a",9.96233269269677e-40,0.470650071565668,0.387,0.092,1.64667397077585e-35,"R","Fam20a"
"Ccdc80",1.08922054237957e-39,0.687399417096565,0.997,0.958,1.80037263449919e-35,"R","Ccdc80"
"Kif26b",1.96207994259626e-39,0.675728490030618,0.499,0.166,3.24312193711736e-35,"R","Kif26b"
"Prrx2",2.90250386233952e-39,0.876088268746791,0.724,0.367,4.797548634061e-35,"R","Prrx2"
"Tnfrsf11b",7.29724246737296e-39,1.03493773952501,0.905,0.725,1.20616120743208e-34,"R","Tnfrsf11b"
"Il1r1",8.03776699567913e-39,0.460169930568076,0.292,0.048,1.3285625067158e-34,"R","Il1r1"
"Apbb2",1.55792632615382e-38,0.715853534259564,0.647,0.307,2.57509642449965e-34,"R","Apbb2"
"Flrt2",1.86778431428286e-38,0.877508684659411,0.897,0.699,3.08726069307813e-34,"R","Flrt2"
"Epha1",2.00010089738931e-38,0.493658790915298,0.369,0.085,3.30596677329479e-34,"R","Epha1"
"Ptx3",3.14845269092276e-38,1.08160262973285,0.761,0.463,5.20407745282624e-34,"R","Ptx3"
"Wipi1",5.44510857970062e-38,0.589702743209431,0.798,0.435,9.00021997138715e-34,"R","Wipi1"
"Piezo2",7.15935291679421e-38,0.452279144948611,0.276,0.043,1.18336944361691e-33,"R","Piezo2"
"Pdia5",1.9909999857372e-37,0.558387036172738,0.589,0.245,3.29092387642501e-33,"R","Pdia5"
"Pdgfc",2.51166886958726e-37,0.679995447734806,0.676,0.325,4.15153747454078e-33,"R","Pdgfc"
"Selenom",2.78563128218288e-37,0.662698420091371,0.971,0.83,4.60436994632008e-33,"R","Selenom"
"Vcam1",3.35164710779123e-37,0.68511663116906,0.87,0.544,5.53993750446812e-33,"R","Vcam1"
"Col16a1",3.45440098845494e-37,0.441310903316761,0.491,0.156,5.70977939381717e-33,"R","Col16a1"
"Foxs1",3.61416600208369e-37,0.527213230579483,0.223,0.023,5.97385498484414e-33,"R","Foxs1"
"Itgb1",4.67286013019276e-37,0.436663339998534,1,0.998,7.72377050919561e-33,"R","Itgb1"
"Ogn",5.70273605199718e-37,0.579687068884252,0.31,0.06,9.42605242034615e-33,"R","Ogn"
"Mmp2",6.52050708239596e-37,0.713115518778286,0.737,0.387,1.07777461564923e-32,"R","Mmp2"
"Col6a2",8.12170958614719e-37,0.814945064539105,0.915,0.74,1.34243737749427e-32,"R","Col6a2"
"Itm2a",1.10793671325852e-36,0.948498249225813,0.637,0.285,1.831308593345e-32,"R","Itm2a"
"Crlf1",1.19269564957606e-36,1.04391035775096,0.671,0.347,1.97140663918427e-32,"R","Crlf1"
"Ttc39b",1.49401050056882e-36,0.488206528541222,0.523,0.187,2.46944995639021e-32,"R","Ttc39b"
"Ccn3",2.21389949268068e-36,0.541498778486473,0.26,0.038,3.65935447145189e-32,"R","Ccn3"
"Fads3",2.45033021115313e-36,0.655462440342885,0.708,0.363,4.050150806015e-32,"R","Fads3"
"Tmed3",2.89215682722311e-36,0.586771825208992,0.987,0.887,4.78044601971707e-32,"R","Tmed3"
"Steap1",2.99129139553227e-36,0.60741143078792,0.52,0.198,4.94430554767529e-32,"R","Steap1"
"Aldh1a3",3.97728648427358e-36,0.979566327986002,0.48,0.167,6.5740568298558e-32,"R","Aldh1a3"
"Cd302",5.04297469467818e-36,0.645766309822497,0.751,0.409,8.33553287283356e-32,"R","Cd302"
"Ikbip",6.58835143788787e-36,0.635670599304401,0.761,0.443,1.08898860916849e-31,"R","Ikbip"
"Slc4a4",7.85770792012998e-36,0.552342215705504,0.411,0.12,1.29880054211828e-31,"R","Slc4a4"
"Efemp2",1.53496572743144e-35,0.6865997589606,0.894,0.747,2.53714485087143e-31,"R","Efemp2"
"Steap2",1.77722573616129e-35,0.565099925797669,0.48,0.169,2.937576419301e-31,"R","Steap2"
"Fzd2",2.41819124779782e-35,0.653423733049978,0.721,0.369,3.99702831348502e-31,"R","Fzd2"
"Col4a1",3.36996275146117e-35,0.868159569026874,0.971,0.894,5.57021143189016e-31,"R","Col4a1"
"Ostf1",3.41840417381334e-35,0.504151228304959,1,0.978,5.65028025889608e-31,"R","Ostf1"
"Sulf1",3.82325755496523e-35,0.48477399361711,0.653,0.273,6.31946241260202e-31,"R","Sulf1"
"Mxra7",4.48901336006448e-35,0.581191053856753,0.87,0.556,7.41989018285059e-31,"R","Mxra7"
"Il1rl1",4.55564634870292e-35,0.712281818553278,0.215,0.023,7.53002784977106e-31,"R","Il1rl1"
"Ddr2",5.31725858346681e-35,0.614321141033839,0.841,0.56,8.78889671261229e-31,"R","Ddr2"
"Pdgfra",6.61737087805656e-35,0.379299082505738,0.263,0.043,1.09378523243397e-30,"R","Pdgfra"
"Runx1",6.77003892741969e-35,0.792986341598175,0.857,0.639,1.1190197343132e-30,"R","Runx1"
"Vdr",8.92055853311649e-35,0.470388136181184,0.316,0.069,1.47447911993882e-30,"R","Vdr"
"Mbnl2",1.18161704726896e-34,0.555095108724844,0.984,0.926,1.95309481743086e-30,"R","Mbnl2"
"Pi15",3.67834655602882e-34,0.729859637827462,0.305,0.064,6.07993902246004e-30,"R","Pi15"
"Cnn2",8.58349361257939e-34,0.71689650025601,0.966,0.82,1.41876565922325e-29,"R","Cnn2"
"Lum",9.91940285912951e-34,0.592180278176428,0.249,0.04,1.63957809858552e-29,"R","Lum"
"Serping1",1.45914534492137e-33,0.791413378188583,0.759,0.458,2.41182134062054e-29,"R","Serping1"
"Htra3",1.63424677616773e-33,0.468915364711362,0.361,0.095,2.70124649632764e-29,"R","Htra3"
"Apod",1.73143931264267e-33,0.616052921056849,0.607,0.269,2.86189603986708e-29,"R","Apod"
"Gsn",1.77666392253565e-33,0.896248323617924,0.844,0.605,2.93664779755918e-29,"R","Gsn"
"Itga5",1.87617785746357e-33,0.817861010237204,0.565,0.264,3.10113438060153e-29,"R","Itga5"
"Grem2",2.56660961927851e-33,0.514260471526722,0.233,0.033,4.24234903970544e-29,"R","Grem2"
"P4ha3",2.61854633907358e-33,0.517125942909227,0.462,0.159,4.32819524385472e-29,"R","P4ha3"
"Calu",2.63024212640418e-33,0.485037089304792,1,0.971,4.34752721073347e-29,"R","Calu"
"Irx1",4.98274592638843e-33,0.601770016837662,0.462,0.161,8.23598074172743e-29,"R","Irx1"
"Srpx2",7.72283914746073e-33,0.5245700314592,0.215,0.027,1.27650808268378e-28,"R","Srpx2"
"Ugdh",8.18327756231069e-33,0.655215956488578,0.91,0.713,1.35261394827433e-28,"R","Ugdh"
"Sdc1",1.02109890265244e-32,0.601563976095985,0.836,0.571,1.68777437619421e-28,"R","Sdc1"
"Slc43a3",1.67238911272889e-32,0.481825435626128,0.533,0.21,2.76429196442958e-28,"R","Slc43a3"
"Nfatc4",1.71810199827096e-32,0.604200260705305,0.56,0.244,2.83985079294207e-28,"R","Nfatc4"
"Fndc3b",1.72435325676201e-32,0.657883751305059,0.833,0.599,2.85018349810193e-28,"R","Fndc3b"
"P3h3",2.58871346507143e-32,0.551705188521554,0.65,0.334,4.27888448641657e-28,"R","P3h3"
"Vasn",3.2785712068672e-32,0.557646247565431,0.419,0.142,5.4191503478308e-28,"R","Vasn"
"Fst",3.35039331001429e-32,1.10950198938513,0.897,0.765,5.53786510212262e-28,"R","Fst"
"Tpm1",3.45887581849065e-32,0.504699901878714,1,0.999,5.7171758403832e-28,"R","Tpm1"
"Tgfb1",7.60241058332875e-32,0.651966842922994,0.663,0.351,1.25660244531841e-27,"R","Tgfb1"
"Csrp2",7.72216946806544e-32,0.815844138974779,0.931,0.869,1.27639739137654e-27,"R","Csrp2"
"Tmed5",8.18994941215244e-32,0.540319602405694,0.976,0.913,1.35371673833468e-27,"R","Tmed5"
"Specc1",9.39280022156029e-32,0.716440634182569,0.769,0.473,1.5525359486217e-27,"R","Specc1"
"Phlda3",1.27177152577514e-31,0.561680080284841,1,0.968,2.10211115495372e-27,"R","Phlda3"
"Lsp1",1.59454146358284e-31,0.581174706850569,0.377,0.11,2.63561758515607e-27,"R","Lsp1"
"Npc2",1.96988802021185e-31,0.455241781268637,1,0.977,3.25602790860817e-27,"R","Npc2"
"Tns1",2.27969610049071e-31,0.669822931033107,0.716,0.429,3.76810968450109e-27,"R","Tns1"
"Syt13",2.44683971331645e-31,0.525494030724531,0.249,0.045,4.04438136214076e-27,"R","Syt13"
"Sostdc1",2.55479057880322e-31,2.08157757751388,0.525,0.251,4.22281334770384e-27,"R","Sostdc1"
"Tubb6",2.59301363905617e-31,0.53573235337785,0.981,0.953,4.28599224399595e-27,"R","Tubb6"
"Dnm3os",3.20553687802913e-31,0.670898826057412,0.549,0.238,5.29843190569434e-27,"R","Dnm3os"
"Plod3",3.57340831065774e-31,0.590807703085024,0.894,0.737,5.90648659668618e-27,"R","Plod3"
"Man2a1",3.84415375234949e-31,0.595952811856184,0.743,0.454,6.35400173725846e-27,"R","Man2a1"
"Mtpn",5.52581638767847e-31,0.476413623051095,1,0.983,9.13362190719375e-27,"R","Mtpn"
"Sec24d",5.67808306266911e-31,0.546804032164074,0.544,0.24,9.38530349428577e-27,"R","Sec24d"
"Emilin2",5.83222807999316e-31,0.499940517745684,0.419,0.137,9.64008979342069e-27,"R","Emilin2"
"Epb41l3",6.57289017884805e-31,0.541205878749848,0.958,0.758,1.08643301766179e-26,"R","Epb41l3"
"Rcn1",6.67198553259708e-31,0.590107869448619,0.907,0.749,1.10281248868297e-26,"R","Rcn1"
"U90926",7.41130121764906e-31,1.32454881565525,0.401,0.131,1.22501397826521e-26,"R","U90926"
"Igfbp3",9.4410016617378e-31,1.06465476720337,0.873,0.681,1.56050316466864e-26,"R","Igfbp3"
"Fkbp10",9.73501106214876e-31,0.55999578824894,0.91,0.761,1.60909997846257e-26,"R","Fkbp10"
"B4galt1",2.65308398364224e-30,0.545789121787439,0.804,0.509,4.38528251656226e-26,"R","B4galt1"
"Tmem167",3.38909551681186e-30,0.367631175299417,1,1,5.60183597973832e-26,"R","Tmem167"
"Gpr176",3.68309860705274e-30,0.470461644080141,0.414,0.138,6.08779368759748e-26,"R","Gpr176"
"Pth1r",4.26755845432615e-30,0.489488952118,0.507,0.194,7.0538473691557e-26,"R","Pth1r"
"Ap2a2",4.40576943051942e-30,0.486932326059216,0.984,0.928,7.28229629170556e-26,"R","Ap2a2"
"Gas1",4.66506171890073e-30,0.515851874478626,0.435,0.149,7.71088051517103e-26,"R","Gas1"
"Kdelr2",6.35477624180967e-30,0.547715457452388,0.992,0.948,1.05038096500872e-25,"R","Kdelr2"
"Ppfibp1",7.19977481220285e-30,0.540545788241657,0.907,0.795,1.19005077870901e-25,"R","Ppfibp1"
"Csf1",8.13194294858442e-30,0.872410568097645,0.729,0.445,1.34412884997152e-25,"R","Csf1"
"Dnajc25",1.19472204436773e-29,0.547088335060036,0.881,0.691,1.97475606713542e-25,"R","Dnajc25"
"Col6a1",1.19684640258034e-29,0.737989139433793,0.968,0.888,1.97826741882504e-25,"R","Col6a1"
"Akap12",1.26923133859825e-29,0.868298882196456,0.812,0.567,2.09791247956905e-25,"R","Akap12"
"Itgbl1",1.44267363566815e-29,0.615171126283104,0.403,0.136,2.38459525239589e-25,"R","Itgbl1"
"Pakap.1",1.80692623750078e-29,0.580686841399466,0.92,0.781,2.98666837796504e-25,"R","Pakap.1"
"Acta2",1.81782687319145e-29,0.603444161599134,0.989,0.936,3.00468603869815e-25,"R","Acta2"
"Ece1",1.87117766503535e-29,0.587948540279615,0.931,0.778,3.09286956253692e-25,"R","Ece1"
"Parva",2.09543997712936e-29,0.493093445419307,0.979,0.91,3.46355273819713e-25,"R","Parva"
"Fmod",2.11681342653667e-29,0.77034870916196,0.488,0.191,3.49888091272246e-25,"R","Fmod"
"Gpx7",3.22431683913106e-29,0.533935449682879,0.647,0.334,5.32947330339974e-25,"R","Gpx7"
"Pear1",3.38804844067789e-29,0.346310584148198,0.329,0.089,5.60010526759648e-25,"R","Pear1"
"Adamts12",3.3945935886264e-29,0.375152609458335,0.329,0.087,5.61092374264058e-25,"R","Adamts12"
"Peak1",3.56940935263409e-29,0.579828802247095,0.777,0.5,5.89987671896889e-25,"R","Peak1"
"Serpinb6a",3.86674709178268e-29,0.499393702824212,0.989,0.919,6.39134626800759e-25,"R","Serpinb6a"
"Rbpms",4.02536089589524e-29,0.52117298382844,0.517,0.22,6.65351902482524e-25,"R","Rbpms"
"Dap",5.27904244237805e-29,0.617645686455443,0.912,0.747,8.72572925300668e-25,"R","Dap"
"Fkbp9",7.06933991837953e-29,0.524352611298044,0.817,0.583,1.16849119510895e-24,"R","Fkbp9"
"Pla2g4a",8.71511676868765e-29,0.57933349882076,0.767,0.44,1.44052165069638e-24,"R","Pla2g4a"
"Adamts5",1.15621626525989e-28,0.688160279174943,0.541,0.231,1.91110986484808e-24,"R","Adamts5"
"Fibin",1.54380349252192e-28,0.386169349124299,0.218,0.035,2.55175279278947e-24,"R","Fibin"
"Ahnak",1.89595504582102e-28,0.522981751773057,1,0.996,3.13382409523756e-24,"R","Ahnak"
"Olfml2b",1.9454821828291e-28,0.317209308820909,0.334,0.09,3.21568749999822e-24,"R","Olfml2b"
"Rnase4",2.23747189209397e-28,0.654712734442055,0.891,0.698,3.69831729044213e-24,"R","Rnase4"
"Ergic1",2.25002771845366e-28,0.498918271928201,0.934,0.835,3.71907081583205e-24,"R","Ergic1"
"Pcolce",2.6848197439714e-28,0.516291880662979,0.987,0.912,4.43773855481032e-24,"R","Pcolce"
"Cyth3",3.01950942457276e-28,0.607915546467461,0.846,0.626,4.99094712787631e-24,"R","Cyth3"
"Calr",3.64010637073939e-28,0.420291593053936,1,1,6.01673182019513e-24,"R","Calr"
"Tnk2",3.75899006401258e-28,0.479826529725512,0.621,0.31,6.2132346768064e-24,"R","Tnk2"
"Lman1",4.77632092965416e-28,0.504862029519839,0.981,0.95,7.89478086462536e-24,"R","Lman1"
"Dok1",4.79496144823838e-28,0.592026330836844,0.796,0.567,7.92559177779322e-24,"R","Dok1"
"Myh9",5.00587267776722e-28,0.542448955222974,1,0.983,8.27420694908144e-24,"R","Myh9"
"Bok",5.02571754569541e-28,0.56361987068231,0.931,0.78,8.30700853127994e-24,"R","Bok"
"Ptgs1",5.88653890681297e-28,0.487533920077406,0.302,0.079,9.72986015907115e-24,"R","Ptgs1"
"Lgalsl",6.14832558726524e-28,0.617551304491222,0.82,0.633,1.01625673631907e-23,"R","Lgalsl"
"Fkbp11",6.69612574279514e-28,0.653668421750909,0.92,0.794,1.10680262402661e-23,"R","Fkbp11"
"Efemp1",8.93585931114447e-28,0.594268475818054,0.48,0.195,1.47700818553907e-23,"R","Efemp1"
