"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"2200002D01Rik",4.52531303248102e-254,1.32617736783125,0.992,0.77,8.39671833176853e-250,"1","2200002D01Rik"
"Lgals7",2.03250723008182e-199,2.13103700475221,0.742,0.288,3.77131716541682e-195,"1","Lgals7"
"Cryab",2.76906084322048e-199,1.93705918808286,0.998,0.836,5.1379923945956e-195,"1","Cryab"
"Elmod1",3.33954576253866e-199,1.27530514391426,0.491,0.092,6.19652716239048e-195,"1","Elmod1"
"Ly6a",6.77469520536934e-195,1.79164100318351,0.985,0.911,1.25704469535628e-190,"1","Ly6a"
"Cobl",6.86769565123902e-192,1.42894324465562,0.83,0.398,1.2743009280874e-187,"1","Cobl"
"Cd9",4.47664659020536e-191,1.01236524858894,0.997,0.919,8.30641774812604e-187,"1","Cd9"
"Dusp14",2.40153885689746e-180,1.43439835370462,0.889,0.534,4.45605534897323e-176,"1","Dusp14"
"Id1",3.82722154798773e-176,1.3794582477606,0.966,0.768,7.10140958229123e-172,"1","Id1"
"Spint2",1.27944514145159e-171,0.772652514643941,0.535,0.124,2.37401045996343e-167,"1","Spint2"
"Mal",1.4958984655861e-171,1.8508860332234,0.579,0.165,2.77563960289501e-167,"1","Mal"
"Mllt3",2.74196036823278e-171,1.12806045975244,0.905,0.595,5.08770746325593e-167,"1","Mllt3"
"Ccnd2",4.71629716411676e-170,1.37149638790217,0.994,0.876,8.75108938801865e-166,"1","Ccnd2"
"Cd81",3.39744968284434e-163,0.869515734003373,1,0.948,6.30396788651767e-159,"1","Cd81"
"Avpi1",6.7384656047977e-162,1.01601203323696,0.995,0.874,1.25032229297021e-157,"1","Avpi1"
"Neat1",8.07266528740517e-162,1.66839310587736,0.974,0.877,1.49788304407803e-157,"1","Neat1"
"Anxa2",1.58444383320165e-161,0.905110972691785,1,0.996,2.93993553250566e-157,"1","Anxa2"
"Mgst1",1.93282588336151e-157,1.22205263688551,0.974,0.882,3.58635842657728e-153,"1","Mgst1"
"Ptms",1.28414306667763e-154,0.709079529604124,1,0.995,2.38272746022034e-150,"1","Ptms"
"Gsta4",3.09304298469927e-153,1.38048502353081,0.949,0.712,5.7391412581095e-149,"1","Gsta4"
"Ociad2",2.53942730744696e-152,1.13724495201083,0.879,0.565,4.71190736896783e-148,"1","Ociad2"
"Pmm1",8.0910745371038e-149,1.03724953947449,0.984,0.875,1.50129888035961e-144,"1","Pmm1"
"L1td1",3.08238693964321e-148,1.07778948545059,0.585,0.18,5.71936896650797e-144,"1","L1td1"
"Podxl",2.30248539536832e-147,0.897406005562073,0.572,0.186,4.27226165110591e-143,"1","Podxl"
"S100a6",5.98742090102918e-143,0.936135326106876,1,0.996,1.11096594818596e-138,"1","S100a6"
"Hspb1",1.2195548012917e-142,0.875195699705578,0.932,0.653,2.26288393379674e-138,"1","Hspb1"
"Lap3",1.09714640750002e-141,0.798808922539921,0.995,0.969,2.03575515911628e-137,"1","Lap3"
"Gna14",1.60520286707674e-138,1.06909362360303,0.683,0.286,2.97845391986089e-134,"1","Gna14"
"Dsp",7.21322316130481e-138,0.879129142773251,0.415,0.089,1.33841355758011e-133,"1","Dsp"
"Itgb4",1.76635479023655e-136,1.01193221728514,0.612,0.226,3.27747131328392e-132,"1","Itgb4"
"Hmgn3",3.15514914177018e-135,0.825453688413454,0.983,0.808,5.85437923255457e-131,"1","Hmgn3"
"Ly6c1",5.96872482943693e-133,1.73137485182925,0.741,0.406,1.10749689210202e-128,"1","Ly6c1"
"Tmem176a",7.25314791230837e-129,1.24805758990069,0.813,0.526,1.34582159512882e-124,"1","Tmem176a"
"Camk2d",1.34183398398163e-128,0.826984039823735,0.966,0.883,2.48977295727791e-124,"1","Camk2d"
"Msln",4.91835902556783e-126,1.75521530249249,0.526,0.182,9.12601517194111e-122,"1","Msln"
"Hspb8",4.75923744126161e-125,0.878908382128435,0.858,0.576,8.83076507226092e-121,"1","Hspb8"
"Ak3",6.19961531208973e-124,0.897480172533839,0.802,0.49,1.15033862115825e-119,"1","Ak3"
"Syne2",1.77816892103905e-123,0.967133413805667,0.839,0.525,3.29939243298796e-119,"1","Syne2"
"Prr13",8.20924634054227e-122,0.791130915130716,0.991,0.932,1.52322565848762e-117,"1","Prr13"
"Pam",1.19549206901357e-121,1.3864809232935,0.898,0.712,2.21823553405468e-117,"1","Pam"
"Arid5b",1.74376351619923e-121,0.889566219088215,0.99,0.924,3.23555320430766e-117,"1","Arid5b"
"Usp9x",4.65316588746849e-121,0.910546967379248,0.986,0.951,8.63394930419779e-117,"1","Usp9x"
"Irak3",2.34790396518466e-120,0.896635967364269,0.83,0.524,4.35653580740014e-116,"1","Irak3"
"Egln3",9.91362279139903e-120,0.779396533139296,0.498,0.16,1.83947270894409e-115,"1","Egln3"
"Ano1",8.18640778676509e-119,0.835017038710117,0.494,0.161,1.51898796483426e-114,"1","Ano1"
"Urah",6.95093428533131e-118,1.14849885312012,0.635,0.285,1.28974585664323e-113,"1","Urah"
"Cldn3",4.33216568925917e-116,0.612986618032745,0.286,0.044,8.03833343642038e-112,"1","Cldn3"
"Tmem176b",1.0732938680424e-114,1.07384853266983,0.871,0.628,1.99149677215268e-110,"1","Tmem176b"
"Cd109",5.19466654080104e-114,0.736958817317303,0.978,0.803,9.63870376645632e-110,"1","Cd109"
"Cxadr",8.50180173440257e-114,0.650255602747799,0.553,0.195,1.5775093118184e-109,"1","Cxadr"
"Papss1",1.05853899951088e-113,0.828828766563152,0.918,0.738,1.96411911359243e-109,"1","Papss1"
"AA467197",1.81206025666424e-113,0.988909342825531,0.269,0.04,3.36227780624049e-109,"1","AA467197"
"Ebp",1.88352809123305e-111,0.7028957508217,0.981,0.9,3.49488637328293e-107,"1","Ebp"
"Malat1",3.10618052583282e-111,1.29088821018564,1,0.998,5.7635179656828e-107,"1","Malat1"
"Flnb",2.88808288781717e-109,0.750291117753444,0.982,0.83,5.35883779834475e-105,"1","Flnb"
"Perp",1.09142177697522e-107,0.924111134768737,0.655,0.282,2.02513310717751e-103,"1","Perp"
"H3f3a",1.3733324940862e-107,0.358434868960246,1,1,2.54821844277694e-103,"1","H3f3a"
"Cavin3",5.9385971561866e-107,0.735760838320922,1,0.88,1.10190670233042e-102,"1","Cavin3"
"Rock2",7.66359174413409e-107,0.752805410928488,0.999,0.965,1.42197944812408e-102,"1","Rock2"
"Ctnnal1",9.85584327735313e-107,0.797201946545676,0.507,0.181,1.82875172011287e-102,"1","Ctnnal1"
"Cebpd",6.03044555753657e-106,1.24502181789065,0.942,0.836,1.11894917320091e-101,"1","Cebpd"
"Tmem134",1.12391551219228e-103,0.632213134130179,0.99,0.945,2.08542523287278e-99,"1","Tmem134"
"Jup",1.06590441950406e-102,0.687285876691993,0.695,0.353,1.97778565038978e-98,"1","Jup"
"Dpysl3",2.95515682078525e-102,0.871603564439669,0.937,0.75,5.48329348096703e-98,"1","Dpysl3"
"Cd24a",1.99027645406483e-101,0.949078653135045,0.891,0.581,3.69295796051729e-97,"1","Cd24a"
"Mras",2.44621376903071e-101,0.885788563774204,0.903,0.681,4.53894964843648e-97,"1","Mras"
"Zbtb20",2.44108619100062e-100,0.956462235985441,0.856,0.639,4.52943542740166e-96,"1","Zbtb20"
"S100a10",4.67046668537644e-99,0.549585248339378,1,0.998,8.66605093471598e-95,"1","S100a10"
"Lgals3",2.0686425232906e-98,0.772967696937126,1,0.969,3.83836620196571e-94,"1","Lgals3"
"Epb41l4a",2.53889429617084e-98,0.587605010493984,0.48,0.165,4.710918366545e-94,"1","Epb41l4a"
"Cib2",7.94195945448094e-97,0.571245301061699,0.419,0.13,1.47363057677894e-92,"1","Cib2"
"Lgr6",9.7352548253367e-97,0.496342897925979,0.256,0.043,1.80637653284122e-92,"1","Lgr6"
"Sbspon",1.61294631881721e-96,1.05011112687902,0.573,0.251,2.99282189456533e-92,"1","Sbspon"
"Lrrfip1",3.25812121973264e-95,0.739522302613392,0.979,0.923,6.04544392321391e-91,"1","Lrrfip1"
"Anxa1",1.5111336619936e-94,0.704387873519642,0.998,0.97,2.80390850982912e-90,"1","Anxa1"
"Pipox",1.8461810450826e-94,0.473705677262198,0.284,0.058,3.42558892915076e-90,"1","Pipox"
"Ctnnbip1",4.92119044160396e-93,0.70613026528965,0.945,0.847,9.13126886439614e-89,"1","Ctnnbip1"
"Limch1",8.05485234688502e-93,0.877937527211498,0.351,0.094,1.49457785296452e-88,"1","Limch1"
"Ifitm3",4.376204288862e-92,0.555248167388493,1,0.997,8.12004705798343e-88,"1","Ifitm3"
"Prelp",2.9769549094668e-91,1.21134052901375,0.809,0.587,5.52373983451565e-87,"1","Prelp"
"Aldh3a1",5.79657589770408e-91,1.28678429906419,0.423,0.147,1.07555465781899e-86,"1","Aldh3a1"
"Shroom3",6.70214975365861e-91,0.669633026458283,0.605,0.279,1.24358388679135e-86,"1","Shroom3"
"Crym",2.97737721290754e-90,1.81411594594583,0.761,0.49,5.52452341854995e-86,"1","Crym"
"Dmkn",1.62033619153789e-89,0.657886151226937,0.284,0.061,3.00653380339855e-85,"1","Dmkn"
"Ackr3",4.46495527892688e-89,0.72885222401697,0.527,0.22,8.28472452004883e-85,"1","Ackr3"
"Rbp1",2.93580783128558e-88,1.02179325010276,0.922,0.754,5.4473914309504e-84,"1","Rbp1"
"Dock5",4.63330897948625e-88,0.694038057984587,0.646,0.341,8.59710481143675e-84,"1","Dock5"
"Cdh13",5.09065496866296e-88,0.719512312130046,0.727,0.409,9.44571029435412e-84,"1","Cdh13"
"Myo10",2.25712180804501e-87,0.760519415364863,0.926,0.786,4.18808951482752e-83,"1","Myo10"
"Plce1",2.11935885868969e-85,0.632193171141662,0.391,0.129,3.93247036229871e-81,"1","Plce1"
"Scrn1",2.56167413126155e-85,0.475100692307275,0.457,0.161,4.75318635055581e-81,"1","Scrn1"
"Plcb1",5.49968418776168e-84,0.735437006064258,0.576,0.276,1.02046640103918e-79,"1","Plcb1"
"Fmnl2",1.33813546529807e-83,0.640085742634483,0.805,0.548,2.48291035586056e-79,"1","Fmnl2"
"Pkp1",1.91731315265592e-83,0.430672449156182,0.279,0.063,3.55757455475306e-79,"1","Pkp1"
"Ahnak2",3.17294394703985e-83,0.86002804848933,0.773,0.551,5.88739749373244e-79,"1","Ahnak2"
"Map1b",3.62760425560932e-83,0.174154204231039,0.938,0.718,6.7310196962831e-79,"1","Map1b"
"Clic3",5.70634289725453e-83,0.55897009051245,0.296,0.073,1.05881192458558e-78,"1","Clic3"
"Nfe2l3",3.31351465241316e-81,0.511436403763821,0.334,0.095,6.14822643755263e-77,"1","Nfe2l3"
"Tmbim4",8.04603153442727e-81,0.54958458976724,0.97,0.907,1.49294115121298e-76,"1","Tmbim4"
"Socs3",8.98395148441753e-81,0.695943476195179,0.869,0.674,1.66697219793367e-76,"1","Socs3"
"Efna5",2.43433003092119e-80,0.639643168300882,0.619,0.32,4.51689937237427e-76,"1","Efna5"
"Aopep",5.4554855235724e-80,0.625763907079401,0.969,0.878,1.01226533889886e-75,"1","Aopep"
"Tenm4",9.8791503758335e-80,0.617575909544609,0.514,0.222,1.83307635223591e-75,"1","Tenm4"
"Lrpap1",2.8343785422321e-79,0.678274222455209,0.911,0.782,5.25918938511167e-75,"1","Lrpap1"
"Nat8l",1.29527308879881e-78,0.947835769394,0.561,0.275,2.40337921626619e-74,"1","Nat8l"
"Mcub",1.79822558062373e-78,0.733972912436916,0.533,0.257,3.33660756484734e-74,"1","Mcub"
"Paics",2.21564758229953e-77,0.518714727720674,0.994,0.959,4.11113408895677e-73,"1","Paics"
"Cltb",7.17966420308887e-77,0.572361224545269,0.987,0.921,1.33218669288314e-72,"1","Cltb"
"Col4a5",7.65048407205856e-77,0.683660902983745,0.477,0.207,1.41954731957047e-72,"1","Col4a5"
"Ccdc141",3.36524987694328e-76,0.58511120917265,0.315,0.09,6.24422114666826e-72,"1","Ccdc141"
"Adam23",4.94170460193465e-76,0.623229061608789,0.495,0.216,9.16933288888975e-72,"1","Adam23"
"Bhlhe40",5.16151503380639e-76,0.68361852333573,0.719,0.449,9.57719114522776e-72,"1","Bhlhe40"
"Snx18",5.25133468223401e-76,0.767864080297316,0.854,0.699,9.7438515028852e-72,"1","Snx18"
"Rnf13",2.66108277690704e-75,0.719305590090384,0.76,0.537,4.93763909255102e-71,"1","Rnf13"
"Atp9a",4.05206643654888e-75,0.528168780607177,0.49,0.211,7.51860927301645e-71,"1","Atp9a"
"Tle5",7.15391215652464e-75,0.448453185177839,1,0.987,1.32740840064315e-70,"1","Tle5"
"Jam2",1.06132477513228e-74,0.787465937236029,0.431,0.168,1.96928812025794e-70,"1","Jam2"
"Thbs3",2.06048805298732e-73,0.551303039496892,0.626,0.332,3.82323558231797e-69,"1","Thbs3"
"Slurp1",8.09552651580375e-73,0.871377289868834,0.213,0.041,1.50212494500739e-68,"1","Slurp1"
"Fmo1",1.66224996237041e-72,0.590743848453225,0.394,0.144,3.0843048051783e-68,"1","Fmo1"
"Cystm1",2.02157473053818e-72,0.488862073641373,0.428,0.163,3.75103191251359e-68,"1","Cystm1"
"Tppp3",2.91083313873193e-72,0.765106470337019,0.427,0.163,5.40105088891709e-68,"1","Tppp3"
"Cacnb3",1.90472932733292e-70,0.581474788315315,0.648,0.363,3.53422526686624e-66,"1","Cacnb3"
"Tob1",2.40187794825429e-70,0.637865561317954,0.556,0.289,4.45668453298584e-66,"1","Tob1"
"Efr3a",2.57788069821279e-70,0.602584972107793,0.905,0.786,4.78325763553383e-66,"1","Efr3a"
"Itpr3",2.79824437409779e-70,0.521503343732482,0.492,0.221,5.19214243613846e-66,"1","Itpr3"
"Nedd4",5.77926950378226e-70,0.506337351920153,0.999,0.9,1.0723434564268e-65,"1","Nedd4"
"Gpx1",5.98278972183384e-70,0.41429081763544,1,0.999,1.11010663288627e-65,"1","Gpx1"
"Dclk2",4.44127149798171e-69,0.448740133358865,0.404,0.151,8.24077926450506e-65,"1","Dclk2"
"Tfap2a",1.2080128365084e-68,0.42788945080821,0.314,0.095,2.24146781814133e-64,"1","Tfap2a"
"Ptgfrn",1.41072331432297e-68,0.567223622376047,0.723,0.449,2.61759710972627e-64,"1","Ptgfrn"
"Plekha7",1.59466284564417e-68,0.364733088404918,0.288,0.081,2.95889691009275e-64,"1","Plekha7"
"Bdnf",2.76031739880092e-68,0.824203712288602,0.565,0.294,5.12176893347512e-64,"1","Bdnf"
"Nppb",2.86284794963659e-68,0.919076892129417,0.397,0.153,5.3120143705507e-64,"1","Nppb"
"Acsl4",4.40033788558556e-68,0.927164664273181,0.892,0.76,8.16482694670401e-64,"1","Acsl4"
"Klf3",4.9932218340932e-68,0.639760562793249,0.903,0.797,9.26492311315992e-64,"1","Klf3"
"Hcfc1r1",8.38943227023242e-68,0.771484819055807,0.872,0.747,1.55665915774163e-63,"1","Hcfc1r1"
"Tiparp",3.69443584981461e-67,0.710450652353817,0.816,0.639,6.85502571933101e-63,"1","Tiparp"
"Osbpl3",4.48560044591377e-67,0.577255846765156,0.564,0.302,8.32303162739301e-63,"1","Osbpl3"
"Wnk4",1.15320592248818e-66,0.262876635098925,0.17,0.026,2.13977358917681e-62,"1","Wnk4"
"Ezr",3.88729879468795e-66,0.569955149949101,0.723,0.466,7.2128829135435e-62,"1","Ezr"
"F11r",4.72790751876404e-66,0.423318742714178,0.372,0.135,8.77263240106668e-62,"1","F11r"
"Sox6",7.02308386945743e-66,0.369143258770523,0.261,0.069,1.30313321197783e-61,"1","Sox6"
"Nupr1",3.77876165489709e-65,1.11400739789892,0.925,0.855,7.01149225066156e-61,"1","Nupr1"
"Tmbim1",5.63229217592732e-65,0.589653330428573,0.861,0.708,1.04507181324331e-60,"1","Tmbim1"
"Nhsl1",8.11814822626249e-65,0.536450179339201,0.537,0.269,1.50632240338301e-60,"1","Nhsl1"
"Aoah",1.12176775844834e-64,0.814500635184726,0.48,0.224,2.08144007580089e-60,"1","Aoah"
"Ptprf",1.2363767221996e-64,0.567642906308265,0.736,0.491,2.29409700804135e-60,"1","Ptprf"
"Actn4",2.61897203540516e-64,0.452268390089754,0.997,0.978,4.85950261169428e-60,"1","Actn4"
"Plp2",3.32157560686575e-64,0.463961353466398,0.981,0.866,6.1631835385394e-60,"1","Plp2"
"Aspa",8.34910904891204e-64,0.721062253601107,0.34,0.121,1.54917718402563e-59,"1","Aspa"
"Emp2",1.48675163918159e-63,0.515126906939951,0.551,0.278,2.75866766650144e-59,"1","Emp2"
"Anxa8",5.73683059834469e-63,0.782314305316447,0.848,0.644,1.06446891752286e-58,"1","Anxa8"
"Sept11",3.65920928711764e-62,0.455258703724746,0.998,0.962,6.78966283224677e-58,"1","Sept11"
"Foxd1",6.1251263727466e-62,0.996524179131091,0.332,0.119,1.13651719846313e-57,"1","Foxd1"
"Cacna2d2",2.9485382125008e-61,0.300230154561916,0.194,0.04,5.47101265329523e-57,"1","Cacna2d2"
"Sdc2",5.53165654685372e-61,0.510172030202908,0.908,0.72,1.02639887226871e-56,"1","Sdc2"
"C1qtnf1",7.40919710817732e-61,0.450541557674852,0.407,0.172,1.3747765234223e-56,"1","C1qtnf1"
"Nfib",9.0281601535122e-61,0.623957334907296,0.848,0.668,1.67517511648419e-56,"1","Nfib"
"Fetub",5.06523909157575e-60,0.383305617086319,0.271,0.08,9.39855113441881e-56,"1","Fetub"
"Rgs2",6.54032354180912e-60,1.22912235716779,0.624,0.41,1.21355703318268e-55,"1","Rgs2"
"Tjp2",1.37885426062741e-59,0.485616796320875,0.533,0.275,2.55846408059417e-55,"1","Tjp2"
"Dock9",1.44095602113663e-59,0.49001287191945,0.446,0.204,2.67369389721902e-55,"1","Dock9"
"Epcam",1.20361726451934e-58,0.269076966930925,0.274,0.079,2.23331183431564e-54,"1","Epcam"
"Ywhaz",2.99601388928281e-58,0.372010591287053,1,0.996,5.55910377156426e-54,"1","Ywhaz"
"Lima1",4.60866525949876e-58,0.478918743048319,0.975,0.891,8.55137838899994e-54,"1","Lima1"
"Hs3st3b1",4.80091973403378e-58,0.294863118089652,0.247,0.069,8.90810656649968e-54,"1","Hs3st3b1"
"Cpne3",5.68224120540836e-58,0.478064402722694,0.917,0.822,1.05433985566352e-53,"1","Cpne3"
"Ssbp2",6.63094257798734e-58,0.600336925890347,0.63,0.394,1.23037139534555e-53,"1","Ssbp2"
"Sox1",8.80987643583025e-58,0.305078427984973,0.194,0.042,1.6346725726683e-53,"1","Sox1"
"Chchd10",2.47202571404382e-57,0.653334355676724,0.774,0.538,4.58684371240831e-53,"1","Chchd10"
"Pdzd2",2.49744215791877e-57,0.416252984414279,0.345,0.131,4.63400392401828e-53,"1","Pdzd2"
"Asap2",2.63453737549784e-57,0.515823856289948,0.586,0.333,4.88838410023624e-53,"1","Asap2"
"Aqp3",2.79528373025968e-57,0.491330201416592,0.16,0.028,5.18664896149684e-53,"1","Aqp3"
"Lgr4",5.60491190322237e-57,0.501466567044405,0.49,0.243,1.03999140364291e-52,"1","Lgr4"
"Gltp",1.76331898557845e-56,0.537391195576423,0.838,0.711,3.27183837774082e-52,"1","Gltp"
"Msi2",2.68633266006851e-56,0.472888384501749,0.561,0.309,4.98449025075712e-52,"1","Msi2"
"Upp1",3.27191526694298e-56,0.924687294059496,0.634,0.388,6.0710387778127e-52,"1","Upp1"
"Serpinb1a",1.01050950316251e-55,0.767255841866248,0.291,0.1,1.87500038311803e-51,"1","Serpinb1a"
"Rdh10",1.77479475838959e-55,0.760853236078782,0.499,0.27,3.29313167419189e-51,"1","Rdh10"
"S100a11",3.21203436470529e-55,0.434688772492279,1,0.998,5.95992976371066e-51,"1","S100a11"
"Cth",4.23958048335603e-55,0.66036196632945,0.456,0.216,7.86654158686711e-51,"1","Cth"
"Ccdc80",4.67513520735337e-55,0.596242879881088,0.984,0.852,8.67471337724419e-51,"1","Ccdc80"
"Gdpd2",5.10480879556714e-55,0.259484920363837,0.134,0.019,9.47197272017483e-51,"1","Gdpd2"
"Sap30",6.21591537675847e-55,0.789147259494797,0.792,0.644,1.15336309815753e-50,"1","Sap30"
"Sh3rf2",6.98100949644594e-55,0.267811258722169,0.188,0.042,1.29532631206554e-50,"1","Sh3rf2"
"Marc2",8.13330383591935e-55,0.47838530845658,0.928,0.847,1.50913452675483e-50,"1","Marc2"
"Slc25a4",8.41151185532743e-55,0.304910204009031,1,0.998,1.56075602475601e-50,"1","Slc25a4"
"Ktn1",1.7905694903642e-54,0.402603753463462,0.981,0.918,3.32240168937077e-50,"1","Ktn1"
"Cdsn",2.57106372748797e-54,0.387529155088909,0.183,0.041,4.77060874635392e-50,"1","Cdsn"
"S100a1",1.27751129010458e-53,0.611630355748783,0.589,0.354,2.37042219878904e-49,"1","S100a1"
"Sall1",1.50662450979635e-53,0.278296151403417,0.201,0.05,2.79554177792712e-49,"1","Sall1"
"Tspan17",2.41325126854103e-53,0.552828288299868,0.596,0.365,4.47778772877789e-49,"1","Tspan17"
"Macf1",6.28206194736734e-53,0.451818970635233,0.977,0.947,1.16563659433401e-48,"1","Macf1"
"Ctnnd2",1.17989254009673e-52,0.403638293358291,0.33,0.126,2.18929060814948e-48,"1","Ctnnd2"
"Ccdc88c",1.22349138284785e-52,0.273656413100924,0.241,0.071,2.27018826087418e-48,"1","Ccdc88c"
"Chst3",1.44113591372055e-52,0.310517051008717,0.211,0.056,2.67402768790849e-48,"1","Chst3"
"Pdgfrl",1.55096591086844e-52,0.581505201500118,0.693,0.466,2.8778172476164e-48,"1","Pdgfrl"
"Mapt",3.17482403382083e-52,0.323519942573911,0.344,0.135,5.89088599475456e-48,"1","Mapt"
"Pik3c2a",7.36471039377943e-52,0.505185069596867,0.74,0.564,1.36652201356577e-47,"1","Pik3c2a"
"Fam102a",9.39730032315985e-52,0.385684507163117,0.355,0.147,1.74366907496231e-47,"1","Fam102a"
"St3gal6",9.79766354860709e-52,0.849673258309008,0.553,0.322,1.81795647144405e-47,"1","St3gal6"
"Hoxa9",2.13173375325242e-51,0.453361946707568,0.414,0.191,3.95543197915987e-47,"1","Hoxa9"
"Glo1",3.31112648754798e-51,0.419974911662128,0.957,0.904,6.14379519764527e-47,"1","Glo1"
"Tjp1",8.38036244851007e-51,0.537981111623924,0.688,0.451,1.55497625232104e-46,"1","Tjp1"
"Rnh1",9.21939643418032e-51,0.41291198655476,0.994,0.964,1.71065900836216e-46,"1","Rnh1"
"Clec3b",3.15362405279799e-50,0.834410162429919,0.313,0.124,5.85154942996667e-46,"1","Clec3b"
"Samd12",4.15382241409862e-50,0.239307579340568,0.184,0.044,7.70741748935999e-46,"1","Samd12"
"Adk",6.91064541573068e-50,0.504693944461262,0.968,0.898,1.28227025688883e-45,"1","Adk"
"Mpzl2",1.00409031184664e-49,0.454054010009584,0.223,0.063,1.86308957363143e-45,"1","Mpzl2"
"Kazald1",1.06448224996806e-49,0.468585729525947,0.336,0.138,1.97514681481573e-45,"1","Kazald1"
"Btg2",3.66550819927462e-49,0.691278124360294,0.545,0.328,6.80135046375406e-45,"1","Btg2"
"Ppp1r2",5.82903564235417e-49,0.486302094914204,0.988,0.961,1.08157756343882e-44,"1","Ppp1r2"
"Myof",6.39157096051615e-49,0.476749157640564,0.964,0.923,1.18595599172377e-44,"1","Myof"
"Gm1673",1.34597446341698e-48,0.472729782185213,0.822,0.646,2.49745561687021e-44,"1","Gm1673"
"Epb41l2",1.5871028696787e-48,0.474998427703981,0.958,0.918,2.94486937468882e-44,"1","Epb41l2"
"Ntn1",1.61520491259929e-48,0.22426275989237,0.194,0.05,2.99701271532799e-44,"1","Ntn1"
"Ehf",3.74714370288853e-48,0.564268186594832,0.234,0.072,6.95282514070967e-44,"1","Ehf"
"Pkm",7.31825644861742e-48,0.265969584500631,1,1,1.35790248404096e-43,"1","Pkm"
"Igfbp6",1.56576844653743e-47,0.788136550395786,0.73,0.553,2.9052833525502e-43,"1","Igfbp6"
"Myh2",1.8043773438819e-47,0.900819205735305,0.196,0.054,3.34802216157287e-43,"1","Myh2"
"Pdgfa",2.93606280499246e-47,0.521828018429033,0.784,0.595,5.44786453466351e-43,"1","Pdgfa"
"Gata2",3.3693093274539e-47,0.241817231423397,0.183,0.046,6.25175345709071e-43,"1","Gata2"
"Glb1l2",6.34524824993956e-47,0.219264977390685,0.151,0.031,1.17736081277629e-42,"1","Glb1l2"
"Limk2",1.18575064001485e-46,0.417402596275665,0.547,0.32,2.20016031254755e-42,"1","Limk2"
"Galnt15",1.30715593601902e-46,0.200176684606863,0.106,0.014,2.4254278392833e-42,"1","Galnt15"
"Ctnna1",1.56568291151091e-46,0.398656492411192,0.979,0.938,2.90512464230849e-42,"1","Ctnna1"
"Ahnak",1.57266074709419e-46,0.526715237937708,0.999,0.989,2.91807201623328e-42,"1","Ahnak"
"Ttyh1",2.37217574931666e-46,0.309690288848693,0.261,0.09,4.40157210285707e-42,"1","Ttyh1"
"Ifitm2",2.9661577734974e-46,0.52201700341729,1,0.999,5.50370574872442e-42,"1","Ifitm2"
"Rb1",3.09599524428411e-46,0.641007014170029,0.572,0.365,5.74461917576916e-42,"1","Rb1"
"Stard10",3.52534031403188e-46,0.343481646301267,0.306,0.119,6.54126895268615e-42,"1","Stard10"
"Lxn",3.57792592434692e-46,0.604278282626581,0.909,0.807,6.63884155262572e-42,"1","Lxn"
"Gm26532",3.77234522706859e-46,0.484087251601783,0.487,0.273,6.99958656882576e-42,"1","Gm26532"
"9530077C05Rik",6.35126244235392e-46,0.34457035895306,0.24,0.079,1.17847674617877e-41,"1","9530077C05Rik"
"D330037F02Rik",8.91922949439395e-46,0.250163935562526,0.176,0.044,1.6549630326848e-41,"1","D330037F02Rik"
"Pou5f1",9.58608015937647e-46,0.454182459949269,0.578,0.329,1.7786971735723e-41,"1","Pou5f1"
"Crabp2",1.04019124803863e-45,0.805980708932914,0.644,0.439,1.93007486073568e-41,"1","Crabp2"
"Gsto1",1.42177434912762e-45,0.644457834901448,0.991,0.977,2.63810230480629e-41,"1","Gsto1"
"Zfp704",1.65483871367038e-45,0.474246177232502,0.657,0.444,3.0705532332154e-41,"1","Zfp704"
"Scx",2.55549990284958e-45,0.287176342114358,0.242,0.079,4.7417300697374e-41,"1","Scx"
"Zbtb7c",3.26772998406439e-45,0.332873923085915,0.286,0.11,6.06327298543147e-41,"1","Zbtb7c"
"Adamts7",5.17565549726811e-45,0.313734685236032,0.345,0.148,9.60342877518097e-41,"1","Adamts7"
"Dst",6.50611925543212e-45,0.463981952746329,0.94,0.869,1.20721042784543e-40,"1","Dst"
"2310043M15Rik",7.60630570895247e-45,0.208459033047676,0.164,0.039,1.41135002429613e-40,"1","2310043M15Rik"
"Naprt",7.76513705515773e-45,0.349372889692697,0.339,0.145,1.44082118058452e-40,"1","Naprt"
"Plcl1",1.32564544080159e-44,0.479551566827339,0.444,0.233,2.45973511540736e-40,"1","Plcl1"
"Pip5k1b",2.64582697565947e-44,0.201887428586623,0.166,0.04,4.90933195333614e-40,"1","Pip5k1b"
"Cast",2.75041635146837e-44,0.440107460815442,0.95,0.881,5.10339754014956e-40,"1","Cast"
"Zfhx3",3.11686821757518e-44,0.304995828019943,0.936,0.833,5.78334897771075e-40,"1","Zfhx3"
"Crip2",3.67296352526414e-44,0.465901290376166,0.95,0.797,6.81518382112761e-40,"1","Crip2"
"Tmprss5",3.70443818672938e-44,0.301131566001613,0.206,0.062,6.87358505547636e-40,"1","Tmprss5"
"Bnip3l",4.73756889652973e-44,0.435142441672653,0.909,0.824,8.79055908751091e-40,"1","Bnip3l"
"Celsr2",1.90486152699925e-43,0.246606068612004,0.289,0.109,3.53447056334712e-39,"1","Celsr2"
"Tmem238",2.21684947979202e-43,0.423872592642153,0.864,0.757,4.11336420975409e-39,"1","Tmem238"
